method1,method2,sample,unifrac
deblur,open_reference,sample077,0.12508027315879244
open_reference,open_reference,sample077,
deblur,deblur,sample077,
open_reference,deblur,sample078,0.1638815485873554
deblur,open_reference,sample078,0.1638815485873554
open_reference,open_reference,sample078,
deblur,deblur,sample078,
open_reference,deblur,sample079,0.08239113287477272
deblur,open_reference,sample079,0.08239113287477272
open_reference,open_reference,sample079,
deblur,deblur,sample079,
open_reference,deblur,sample080,0.08347461293642665
deblur,open_reference,sample080,0.08347461293642665
open_reference,open_reference,sample080,
deblur,deblur,sample080,
open_reference,deblur,sample081,0.20165044088970085
deblur,open_reference,sample081,0.20165044088970085
open_reference,open_reference,sample081,
deblur,deblur,sample081,
open_reference,deblur,sample082,0.14762242826787586
deblur,open_reference,sample082,0.14762242826787586
open_reference,open_reference,sample082,
deblur,deblur,sample082,
open_reference,deblur,sample083,0.078121022804621
deblur,open_reference,sample083,0.078121022804621
open_reference,open_reference,sample083,
deblur,deblur,sample083,
open_reference,deblur,sample084,0.23036019071023703
deblur,open_reference,sample084,0.23036019071023703
open_reference,open_reference,sample084,
deblur,deblur,sample084,
open_reference,deblur,sample085,0.13661718783836344
deblur,open_reference,sample085,0.13661718783836344
open_reference,open_reference,sample085,
deblur,deblur,sample085,
open_reference,deblur,sample086,0.13182985602932648
deblur,open_reference,sample086,0.13182985602932648
open_reference,open_reference,sample086,
deblur,deblur,sample086,
open_reference,deblur,sample087,0.13014522240393134
deblur,open_reference,sample087,0.13014522240393134
open_reference,open_reference,sample087,
deblur,deblur,sample087,
open_reference,deblur,sample088,0.10929173232007189
deblur,open_reference,sample088,0.10929173232007189
open_reference,open_reference,sample088,
deblur,deblur,sample088,
open_reference,deblur,sample089,0.24470405262978406
deblur,open_reference,sample089,0.24470405262978406
open_reference,open_reference,sample089,
deblur,deblur,sample089,
open_reference,deblur,sample090,0.15733138628965562
deblur,open_reference,sample090,0.15733138628965562
open_reference,open_reference,sample090,
deblur,deblur,sample090,
open_reference,deblur,sample091,0.15847925945431446
deblur,open_reference,sample091,0.15847925945431446
open_reference,open_reference,sample091,
deblur,deblur,sample091,
open_reference,deblur,sample092,0.1414122011138102
deblur,open_reference,sample092,0.1414122011138102
open_reference,open_reference,sample092,
deblur,deblur,sample092,
open_reference,deblur,sample093,0.09733352392255068
deblur,open_reference,sample093,0.09733352392255068
open_reference,open_reference,sample093,
deblur,deblur,sample093,
open_reference,deblur,sample094,0.19900659051785433
deblur,open_reference,sample094,0.19900659051785433
open_reference,open_reference,sample094,
deblur,deblur,sample094,
open_reference,deblur,sample095,0.12032647529482006
deblur,open_reference,sample095,0.12032647529482006
open_reference,open_reference,sample095,
deblur,deblur,sample095,
open_reference,deblur,sample096,0.11688969436501684
deblur,open_reference,sample096,0.11688969436501684
open_reference,open_reference,sample096,
deblur,deblur,sample096,
open_reference,deblur,sample097,0.11290714045384252
deblur,open_reference,sample097,0.11290714045384252
open_reference,open_reference,sample097,
deblur,deblur,sample097,
open_reference,deblur,sample098,0.060259158437852636
deblur,open_reference,sample098,0.060259158437852636
open_reference,open_reference,sample098,
deblur,deblur,sample098,
open_reference,deblur,sample099,0.0999676149395871
deblur,open_reference,sample099,0.0999676149395871
open_reference,open_reference,sample099,
deblur,deblur,sample099,
open_reference,deblur,sample100,0.154695077883737
deblur,open_reference,sample100,0.154695077883737
open_reference,open_reference,sample100,
deblur,deblur,sample100,
open_reference,deblur,sample101,0.1361634171691142
deblur,open_reference,sample101,0.1361634171691142
open_reference,open_reference,sample101,
deblur,deblur,sample101,
open_reference,deblur,sample102,0.08463532731952929
deblur,open_reference,sample102,0.08463532731952929
open_reference,open_reference,sample102,
deblur,deblur,sample102,
open_reference,deblur,sample104,0.20258092510125444
deblur,open_reference,sample104,0.20258092510125444
open_reference,open_reference,sample104,
deblur,deblur,sample104,
open_reference,deblur,sample106,0.13114136732909493
deblur,open_reference,sample106,0.13114136732909493
open_reference,open_reference,sample106,
deblur,deblur,sample106,
open_reference,deblur,sample107,0.13374307599122728
deblur,open_reference,sample107,0.13374307599122728
open_reference,open_reference,sample107,
deblur,deblur,sample107,
open_reference,deblur,sample108,0.18031219028110246
deblur,open_reference,sample108,0.18031219028110246
open_reference,open_reference,sample108,
deblur,deblur,sample108,
open_reference,deblur,sample109,0.1344036113488188
deblur,open_reference,sample109,0.1344036113488188
open_reference,open_reference,sample109,
deblur,deblur,sample109,
open_reference,deblur,sample110,0.06293164945081685
deblur,open_reference,sample110,0.06293164945081685
open_reference,open_reference,sample110,
deblur,deblur,sample110,
open_reference,deblur,sample111,0.07474011348802836
deblur,open_reference,sample111,0.07474011348802836
open_reference,open_reference,sample111,
deblur,deblur,sample111,
open_reference,deblur,sample112,0.15742255214688558
deblur,open_reference,sample112,0.15742255214688558
open_reference,open_reference,sample112,
deblur,deblur,sample112,
open_reference,deblur,sample113,0.06433308110472656
deblur,open_reference,sample113,0.06433308110472656
open_reference,open_reference,sample113,
deblur,deblur,sample113,
open_reference,deblur,sample114,0.06674399384401238
deblur,open_reference,sample114,0.06674399384401238
open_reference,open_reference,sample114,
deblur,deblur,sample114,
open_reference,deblur,sample115,0.1251487818302886
deblur,open_reference,sample115,0.1251487818302886
open_reference,open_reference,sample115,
deblur,deblur,sample115,
open_reference,deblur,sample072,0.1691516260311102
deblur,open_reference,sample072,0.1691516260311102
open_reference,open_reference,sample072,
deblur,deblur,sample072,
open_reference,deblur,sample073,0.040103989075236615
deblur,open_reference,sample073,0.040103989075236615
open_reference,open_reference,sample073,
deblur,deblur,sample073,
de_novo,deblur,sample076,0.18022601472845223
deblur,de_novo,sample076,0.18022601472845223
de_novo,de_novo,sample076,
deblur,deblur,sample076,
de_novo,deblur,sample081,0.23577389867280613
deblur,de_novo,sample081,0.23577389867280613
de_novo,de_novo,sample081,
deblur,deblur,sample081,
de_novo,deblur,sample083,0.10067760750379474
deblur,de_novo,sample083,0.10067760750379474
de_novo,de_novo,sample083,
deblur,deblur,sample083,
de_novo,deblur,sample090,0.19034533453740915
deblur,de_novo,sample090,0.19034533453740915
de_novo,de_novo,sample090,
deblur,deblur,sample090,
de_novo,deblur,sample082,0.1906411789029527
deblur,de_novo,sample082,0.1906411789029527
de_novo,de_novo,sample082,
deblur,deblur,sample082,
de_novo,deblur,sample096,0.12438909883535254
deblur,de_novo,sample096,0.12438909883535254
de_novo,de_novo,sample096,
deblur,deblur,sample096,
de_novo,deblur,sample080,0.10425672329025257
deblur,de_novo,sample080,0.10425672329025257
de_novo,de_novo,sample080,
deblur,deblur,sample080,
de_novo,deblur,sample098,0.09486799990332974
deblur,de_novo,sample098,0.09486799990332974
de_novo,de_novo,sample098,
deblur,deblur,sample098,
de_novo,deblur,sample077,0.14775105516307807
deblur,de_novo,sample077,0.14775105516307807
de_novo,de_novo,sample077,
deblur,deblur,sample077,
de_novo,deblur,sample101,0.2033412502086932
deblur,de_novo,sample101,0.2033412502086932
de_novo,de_novo,sample101,
deblur,deblur,sample101,
de_novo,deblur,sample093,0.1518181795258165
deblur,de_novo,sample093,0.1518181795258165
de_novo,de_novo,sample093,
deblur,deblur,sample093,
de_novo,deblur,sample089,0.17751417763383698
deblur,de_novo,sample089,0.17751417763383698
de_novo,de_novo,sample089,
deblur,deblur,sample089,
de_novo,deblur,sample105,0.06491311887490903
deblur,de_novo,sample105,0.06491311887490903
de_novo,de_novo,sample105,
deblur,deblur,sample105,
de_novo,deblur,sample079,0.05167659009795586
deblur,de_novo,sample079,0.05167659009795586
de_novo,de_novo,sample079,
deblur,deblur,sample079,
de_novo,deblur,sample106,0.1437641281385139
deblur,de_novo,sample106,0.1437641281385139
de_novo,de_novo,sample106,
deblur,deblur,sample106,
de_novo,deblur,sample115,0.0927163907990225
deblur,de_novo,sample115,0.0927163907990225
de_novo,de_novo,sample115,
deblur,deblur,sample115,
de_novo,deblur,sample112,0.15102473400648728
deblur,de_novo,sample112,0.15102473400648728
de_novo,de_novo,sample112,
deblur,deblur,sample112,
de_novo,deblur,sample113,0.08866802665488559
deblur,de_novo,sample113,0.08866802665488559
de_novo,de_novo,sample113,
deblur,deblur,sample113,
de_novo,deblur,sample085,0.1822387394670545
deblur,de_novo,sample085,0.1822387394670545
de_novo,de_novo,sample085,
deblur,deblur,sample085,
de_novo,deblur,sample094,0.17160621119446456
deblur,de_novo,sample094,0.17160621119446456
de_novo,de_novo,sample094,
deblur,deblur,sample094,
de_novo,deblur,sample111,0.09091425521931028
deblur,de_novo,sample111,0.09091425521931028
de_novo,de_novo,sample111,
deblur,deblur,sample111,
de_novo,deblur,sample102,0.056521043299407145
deblur,de_novo,sample102,0.056521043299407145
de_novo,de_novo,sample102,
deblur,deblur,sample102,
de_novo,deblur,sample107,0.14118868589655156
deblur,de_novo,sample107,0.14118868589655156
de_novo,de_novo,sample107,
deblur,deblur,sample107,
de_novo,deblur,sample084,0.28632705935283154
deblur,de_novo,sample084,0.28632705935283154
de_novo,de_novo,sample084,
deblur,deblur,sample084,
de_novo,deblur,sample095,0.09683309943109507
deblur,de_novo,sample095,0.09683309943109507
de_novo,de_novo,sample095,
deblur,deblur,sample095,
de_novo,deblur,sample104,0.21633464458126428
deblur,de_novo,sample104,0.21633464458126428
de_novo,de_novo,sample104,
deblur,deblur,sample104,
de_novo,deblur,sample074,0.17187983358337586
deblur,de_novo,sample074,0.17187983358337586
de_novo,de_novo,sample074,
deblur,deblur,sample074,
de_novo,deblur,sample109,0.1478815921518022
deblur,de_novo,sample109,0.1478815921518022
de_novo,de_novo,sample109,
deblur,deblur,sample109,
de_novo,deblur,sample100,0.1573432205573724
deblur,de_novo,sample100,0.1573432205573724
de_novo,de_novo,sample100,
deblur,deblur,sample100,
de_novo,deblur,sample108,0.1982052530616627
deblur,de_novo,sample108,0.1982052530616627
de_novo,de_novo,sample108,
deblur,deblur,sample108,
de_novo,deblur,sample110,0.08886021091179906
deblur,de_novo,sample110,0.08886021091179906
de_novo,de_novo,sample110,
deblur,deblur,sample110,
de_novo,deblur,sample073,0.10037264433614689
deblur,de_novo,sample073,0.10037264433614689
de_novo,de_novo,sample073,
deblur,deblur,sample073,
de_novo,deblur,sample092,0.07816021551190432
deblur,de_novo,sample092,0.07816021551190432
de_novo,de_novo,sample092,
deblur,deblur,sample092,
de_novo,deblur,sample099,0.11274720282108452
deblur,de_novo,sample099,0.11274720282108452
de_novo,de_novo,sample099,
deblur,deblur,sample099,
de_novo,deblur,sample103,0.19459524342336232
deblur,de_novo,sample103,0.19459524342336232
de_novo,de_novo,sample103,
deblur,deblur,sample103,
de_novo,deblur,sample078,0.16274889601351117
deblur,de_novo,sample078,0.16274889601351117
de_novo,de_novo,sample078,
deblur,deblur,sample078,
de_novo,deblur,sample072,0.13040934036890517
deblur,de_novo,sample072,0.13040934036890517
de_novo,de_novo,sample072,
deblur,deblur,sample072,
de_novo,deblur,sample086,0.12228855935762774
deblur,de_novo,sample086,0.12228855935762774
de_novo,de_novo,sample086,
deblur,deblur,sample086,
de_novo,deblur,sample114,0.094060911697615
deblur,de_novo,sample114,0.094060911697615
de_novo,de_novo,sample114,
deblur,deblur,sample114,
de_novo,deblur,sample091,0.10225905658309303
deblur,de_novo,sample091,0.10225905658309303
de_novo,de_novo,sample091,
deblur,deblur,sample091,
de_novo,deblur,sample097,0.1321710406850593
deblur,de_novo,sample097,0.1321710406850593
de_novo,de_novo,sample097,
deblur,deblur,sample097,
de_novo,deblur,sample087,0.18096906180536637
deblur,de_novo,sample087,0.18096906180536637
de_novo,de_novo,sample087,
deblur,deblur,sample087,
de_novo,deblur,sample075,0.1836492663353364
deblur,de_novo,sample075,0.1836492663353364
de_novo,de_novo,sample075,
deblur,deblur,sample075,
de_novo,deblur,sample088,0.18294276287640218
deblur,de_novo,sample088,0.18294276287640218
de_novo,de_novo,sample088,
deblur,deblur,sample088,
dada2,deblur,sample072,0.144000449030548
deblur,dada2,sample072,0.144000449030548
dada2,dada2,sample072,
deblur,deblur,sample072,
dada2,deblur,sample073,0.12955481960812912
deblur,dada2,sample073,0.12955481960812912
dada2,dada2,sample073,
deblur,deblur,sample073,
dada2,deblur,sample074,0.11041999014717188
deblur,dada2,sample074,0.11041999014717188
dada2,dada2,sample074,
deblur,deblur,sample074,
dada2,deblur,sample075,0.14005395551927294
deblur,dada2,sample075,0.14005395551927294
dada2,dada2,sample075,
deblur,deblur,sample075,
dada2,deblur,sample076,0.12226684504988387
deblur,dada2,sample076,0.12226684504988387
dada2,dada2,sample076,
deblur,deblur,sample076,
dada2,deblur,sample077,0.13604296062917848
deblur,dada2,sample077,0.13604296062917848
dada2,dada2,sample077,
deblur,deblur,sample077,
dada2,deblur,sample078,0.09983717878156127
deblur,dada2,sample078,0.09983717878156127
dada2,dada2,sample078,
deblur,deblur,sample078,
dada2,deblur,sample079,0.050360565124646685
deblur,dada2,sample079,0.050360565124646685
dada2,dada2,sample079,
deblur,deblur,sample079,
dada2,deblur,sample080,0.08207743261893383
deblur,dada2,sample080,0.08207743261893383
dada2,dada2,sample080,
deblur,deblur,sample080,
dada2,deblur,sample081,0.22360326216173262
deblur,dada2,sample081,0.22360326216173262
dada2,dada2,sample081,
deblur,deblur,sample081,
dada2,deblur,sample082,0.19650732938034585
deblur,dada2,sample082,0.19650732938034585
dada2,dada2,sample082,
deblur,deblur,sample082,
dada2,deblur,sample083,0.08450638182765464
deblur,dada2,sample083,0.08450638182765464
dada2,dada2,sample083,
deblur,deblur,sample083,
dada2,deblur,sample084,0.26654666737332927
deblur,dada2,sample084,0.26654666737332927
dada2,dada2,sample084,
deblur,deblur,sample084,
dada2,deblur,sample085,0.1313857782786555
deblur,dada2,sample085,0.1313857782786555
dada2,dada2,sample085,
deblur,deblur,sample085,
dada2,deblur,sample086,0.10833614671043672
deblur,dada2,sample086,0.10833614671043672
dada2,dada2,sample086,
deblur,deblur,sample086,
dada2,deblur,sample087,0.26696718314382156
deblur,dada2,sample087,0.26696718314382156
dada2,dada2,sample087,
deblur,deblur,sample087,
dada2,deblur,sample088,0.3136288648300127
deblur,dada2,sample088,0.3136288648300127
dada2,dada2,sample088,
deblur,deblur,sample088,
dada2,deblur,sample089,0.36729928103854453
deblur,dada2,sample089,0.36729928103854453
dada2,dada2,sample089,
deblur,deblur,sample089,
dada2,deblur,sample090,0.15838098399127656
deblur,dada2,sample090,0.15838098399127656
dada2,dada2,sample090,
deblur,deblur,sample090,
dada2,deblur,sample091,0.1146440042135871
deblur,dada2,sample091,0.1146440042135871
dada2,dada2,sample091,
deblur,deblur,sample091,
dada2,deblur,sample092,0.1100914462602509
deblur,dada2,sample092,0.1100914462602509
dada2,dada2,sample092,
deblur,deblur,sample092,
dada2,deblur,sample093,0.07010001927081126
deblur,dada2,sample093,0.07010001927081126
dada2,dada2,sample093,
deblur,deblur,sample093,
dada2,deblur,sample094,0.20485345829607096
deblur,dada2,sample094,0.20485345829607096
dada2,dada2,sample094,
deblur,deblur,sample094,
dada2,deblur,sample095,0.056222747086185194
deblur,dada2,sample095,0.056222747086185194
dada2,dada2,sample095,
deblur,deblur,sample095,
dada2,deblur,sample096,0.07983373896693782
deblur,dada2,sample096,0.07983373896693782
dada2,dada2,sample096,
deblur,deblur,sample096,
dada2,deblur,sample097,0.09785311451347804
deblur,dada2,sample097,0.09785311451347804
dada2,dada2,sample097,
deblur,deblur,sample097,
dada2,deblur,sample098,0.032531157587149626
deblur,dada2,sample098,0.032531157587149626
dada2,dada2,sample098,
deblur,deblur,sample098,
dada2,deblur,sample099,0.14368040143456678
deblur,dada2,sample099,0.14368040143456678
dada2,dada2,sample099,
deblur,deblur,sample099,
dada2,deblur,sample100,0.10113341098174732
deblur,dada2,sample100,0.10113341098174732
dada2,dada2,sample100,
deblur,deblur,sample100,
dada2,deblur,sample101,0.11441741623577611
deblur,dada2,sample101,0.11441741623577611
dada2,dada2,sample101,
deblur,deblur,sample101,
dada2,deblur,sample102,0.10173894644160589
deblur,dada2,sample102,0.10173894644160589
dada2,dada2,sample102,
deblur,deblur,sample102,
dada2,deblur,sample103,0.16334905809089026
deblur,dada2,sample103,0.16334905809089026
dada2,dada2,sample103,
deblur,deblur,sample103,
dada2,deblur,sample104,0.17312032935491525
deblur,dada2,sample104,0.17312032935491525
dada2,dada2,sample104,
deblur,deblur,sample104,
dada2,deblur,sample105,0.0643275222236049
deblur,dada2,sample105,0.0643275222236049
dada2,dada2,sample105,
deblur,deblur,sample105,
dada2,deblur,sample106,0.09350069267257881
deblur,dada2,sample106,0.09350069267257881
dada2,dada2,sample106,
deblur,deblur,sample106,
dada2,deblur,sample107,0.1423211043246331
deblur,dada2,sample107,0.1423211043246331
dada2,dada2,sample107,
deblur,deblur,sample107,
dada2,deblur,sample108,0.16437823985837935
deblur,dada2,sample108,0.16437823985837935
dada2,dada2,sample108,
deblur,deblur,sample108,
dada2,deblur,sample109,0.16664674555139583
deblur,dada2,sample109,0.16664674555139583
dada2,dada2,sample109,
deblur,deblur,sample109,
dada2,deblur,sample110,0.04933567690056173
deblur,dada2,sample110,0.04933567690056173
dada2,dada2,sample110,
deblur,deblur,sample110,
dada2,deblur,sample111,0.0933984814669233
deblur,dada2,sample111,0.0933984814669233
dada2,dada2,sample111,
deblur,deblur,sample111,
dada2,deblur,sample112,0.15769893807720997
deblur,dada2,sample112,0.15769893807720997
dada2,dada2,sample112,
deblur,deblur,sample112,
dada2,deblur,sample113,0.08741694756194848
deblur,dada2,sample113,0.08741694756194848
dada2,dada2,sample113,
deblur,deblur,sample113,
dada2,deblur,sample114,0.06343208360110454
deblur,dada2,sample114,0.06343208360110454
dada2,dada2,sample114,
deblur,deblur,sample114,
dada2,deblur,sample115,0.0720964919077355
deblur,dada2,sample115,0.0720964919077355
dada2,dada2,sample115,
deblur,deblur,sample115,
de_novo,dada2,sample076,0.13063098441910234
dada2,de_novo,sample076,0.13063098441910234
de_novo,de_novo,sample076,
dada2,dada2,sample076,
de_novo,dada2,sample081,0.043632045141346804
dada2,de_novo,sample081,0.043632045141346804
de_novo,de_novo,sample081,
dada2,dada2,sample081,
de_novo,dada2,sample083,0.07558325148246436
dada2,de_novo,sample083,0.07558325148246436
de_novo,de_novo,sample083,
dada2,dada2,sample083,
de_novo,dada2,sample090,0.03090836925973085
dada2,de_novo,sample090,0.03090836925973085
de_novo,de_novo,sample090,
dada2,dada2,sample090,
de_novo,dada2,sample082,0.12241592067692543
dada2,de_novo,sample082,0.12241592067692543
de_novo,de_novo,sample082,
dada2,dada2,sample082,
de_novo,dada2,sample096,0.05280926244626726
dada2,de_novo,sample096,0.05280926244626726
de_novo,de_novo,sample096,
dada2,dada2,sample096,
de_novo,dada2,sample080,0.11132015905265658
dada2,de_novo,sample080,0.11132015905265658
de_novo,de_novo,sample080,
dada2,dada2,sample080,
de_novo,dada2,sample098,0.04881872871328119
dada2,de_novo,sample098,0.04881872871328119
de_novo,de_novo,sample098,
dada2,dada2,sample098,
de_novo,dada2,sample077,0.07685398192860043
dada2,de_novo,sample077,0.07685398192860043
de_novo,de_novo,sample077,
dada2,dada2,sample077,
de_novo,dada2,sample101,0.05524403561810518
dada2,de_novo,sample101,0.05524403561810518
de_novo,de_novo,sample101,
dada2,dada2,sample101,
de_novo,dada2,sample093,0.12883677478737376
dada2,de_novo,sample093,0.12883677478737376
de_novo,de_novo,sample093,
dada2,dada2,sample093,
de_novo,dada2,sample089,0.2878116439673196
dada2,de_novo,sample089,0.2878116439673196
de_novo,de_novo,sample089,
dada2,dada2,sample089,
de_novo,dada2,sample105,0.06231449931374861
dada2,de_novo,sample105,0.06231449931374861
de_novo,de_novo,sample105,
dada2,dada2,sample105,
de_novo,dada2,sample079,0.03622832967132634
dada2,de_novo,sample079,0.03622832967132634
de_novo,de_novo,sample079,
dada2,dada2,sample079,
de_novo,dada2,sample106,0.04694999116619694
dada2,de_novo,sample106,0.04694999116619694
de_novo,de_novo,sample106,
dada2,dada2,sample106,
de_novo,dada2,sample115,0.01747906937451604
dada2,de_novo,sample115,0.01747906937451604
de_novo,de_novo,sample115,
dada2,dada2,sample115,
de_novo,dada2,sample112,0.112696480532601
dada2,de_novo,sample112,0.112696480532601
de_novo,de_novo,sample112,
dada2,dada2,sample112,
de_novo,dada2,sample113,0.12644411659896848
dada2,de_novo,sample113,0.12644411659896848
de_novo,de_novo,sample113,
dada2,dada2,sample113,
de_novo,dada2,sample085,0.12186752930671345
dada2,de_novo,sample085,0.12186752930671345
de_novo,de_novo,sample085,
dada2,dada2,sample085,
de_novo,dada2,sample094,0.04522539614780074
dada2,de_novo,sample094,0.04522539614780074
de_novo,de_novo,sample094,
dada2,dada2,sample094,
de_novo,dada2,sample111,0.0815874446248353
dada2,de_novo,sample111,0.0815874446248353
de_novo,de_novo,sample111,
dada2,dada2,sample111,
de_novo,dada2,sample102,0.1331174190481201
dada2,de_novo,sample102,0.1331174190481201
de_novo,de_novo,sample102,
dada2,dada2,sample102,
de_novo,dada2,sample107,0.07961167427258792
dada2,de_novo,sample107,0.07961167427258792
de_novo,de_novo,sample107,
dada2,dada2,sample107,
de_novo,dada2,sample084,0.035836218527779275
dada2,de_novo,sample084,0.035836218527779275
de_novo,de_novo,sample084,
dada2,dada2,sample084,
de_novo,dada2,sample095,0.13631705601803393
dada2,de_novo,sample095,0.13631705601803393
de_novo,de_novo,sample095,
dada2,dada2,sample095,
de_novo,dada2,sample104,0.11298696562463978
dada2,de_novo,sample104,0.11298696562463978
de_novo,de_novo,sample104,
dada2,dada2,sample104,
de_novo,dada2,sample074,0.09547494097892327
dada2,de_novo,sample074,0.09547494097892327
de_novo,de_novo,sample074,
dada2,dada2,sample074,
de_novo,dada2,sample109,0.0786275846390792
dada2,de_novo,sample109,0.0786275846390792
de_novo,de_novo,sample109,
dada2,dada2,sample109,
de_novo,dada2,sample100,0.11432958655511029
dada2,de_novo,sample100,0.11432958655511029
de_novo,de_novo,sample100,
dada2,dada2,sample100,
de_novo,dada2,sample108,0.04843681943091738
dada2,de_novo,sample108,0.04843681943091738
de_novo,de_novo,sample108,
dada2,dada2,sample108,
de_novo,dada2,sample110,0.04816060718472159
dada2,de_novo,sample110,0.04816060718472159
de_novo,de_novo,sample110,
dada2,dada2,sample110,
de_novo,dada2,sample073,0.12248455404989156
dada2,de_novo,sample073,0.12248455404989156
de_novo,de_novo,sample073,
dada2,dada2,sample073,
de_novo,dada2,sample092,0.08271428037694213
dada2,de_novo,sample092,0.08271428037694213
de_novo,de_novo,sample092,
dada2,dada2,sample092,
de_novo,dada2,sample099,0.13987163208668302
dada2,de_novo,sample099,0.13987163208668302
de_novo,de_novo,sample099,
dada2,dada2,sample099,
de_novo,dada2,sample103,0.08016797970491403
dada2,de_novo,sample103,0.08016797970491403
de_novo,de_novo,sample103,
dada2,dada2,sample103,
de_novo,dada2,sample078,0.06765382468480957
dada2,de_novo,sample078,0.06765382468480957
de_novo,de_novo,sample078,
dada2,dada2,sample078,
de_novo,dada2,sample072,0.12418305857901486
dada2,de_novo,sample072,0.12418305857901486
de_novo,de_novo,sample072,
dada2,dada2,sample072,
de_novo,dada2,sample086,0.05997734838865754
dada2,de_novo,sample086,0.05997734838865754
de_novo,de_novo,sample086,
dada2,dada2,sample086,
de_novo,dada2,sample114,0.0430770329461596
dada2,de_novo,sample114,0.0430770329461596
de_novo,de_novo,sample114,
dada2,dada2,sample114,
de_novo,dada2,sample091,0.06965370696930874
dada2,de_novo,sample091,0.06965370696930874
de_novo,de_novo,sample091,
dada2,dada2,sample091,
de_novo,dada2,sample097,0.08511557555907677
dada2,de_novo,sample097,0.08511557555907677
de_novo,de_novo,sample097,
dada2,dada2,sample097,
de_novo,dada2,sample087,0.23842217157137804
dada2,de_novo,sample087,0.23842217157137804
de_novo,de_novo,sample087,
dada2,dada2,sample087,
de_novo,dada2,sample075,0.061624638482534445
dada2,de_novo,sample075,0.061624638482534445
de_novo,de_novo,sample075,
dada2,dada2,sample075,
de_novo,dada2,sample088,0.29794238330432227
dada2,de_novo,sample088,0.29794238330432227
de_novo,de_novo,sample088,
dada2,dada2,sample088,
closed_reference,dada2,sample080,0.4033265009318137
dada2,closed_reference,sample080,0.4033265009318137
closed_reference,closed_reference,sample080,
dada2,dada2,sample080,
closed_reference,dada2,sample105,0.2237288076981231
dada2,closed_reference,sample105,0.2237288076981231
closed_reference,closed_reference,sample105,
dada2,dada2,sample105,
closed_reference,dada2,sample103,0.2078842844636575
dada2,closed_reference,sample103,0.2078842844636575
closed_reference,closed_reference,sample103,
dada2,dada2,sample103,
closed_reference,dada2,sample074,0.4156173868629429
dada2,closed_reference,sample074,0.4156173868629429
closed_reference,closed_reference,sample074,
dada2,dada2,sample074,
closed_reference,dada2,sample075,0.2856522501447229
dada2,closed_reference,sample075,0.2856522501447229
closed_reference,closed_reference,sample075,
dada2,dada2,sample075,
closed_reference,dada2,sample076,0.3568830969745569
dada2,closed_reference,sample076,0.3568830969745569
closed_reference,closed_reference,sample076,
dada2,dada2,sample076,
closed_reference,dada2,sample077,0.290545970722202
dada2,closed_reference,sample077,0.290545970722202
closed_reference,closed_reference,sample077,
dada2,dada2,sample077,
closed_reference,dada2,sample078,0.2755144047548989
dada2,closed_reference,sample078,0.2755144047548989
closed_reference,closed_reference,sample078,
dada2,dada2,sample078,
closed_reference,dada2,sample079,0.19271494726509275
dada2,closed_reference,sample079,0.19271494726509275
closed_reference,closed_reference,sample079,
dada2,dada2,sample079,
closed_reference,dada2,sample081,0.3402449644296144
dada2,closed_reference,sample081,0.3402449644296144
closed_reference,closed_reference,sample081,
dada2,dada2,sample081,
closed_reference,dada2,sample082,0.4313838538493969
dada2,closed_reference,sample082,0.4313838538493969
closed_reference,closed_reference,sample082,
dada2,dada2,sample082,
closed_reference,dada2,sample083,0.31297010817871385
dada2,closed_reference,sample083,0.31297010817871385
closed_reference,closed_reference,sample083,
dada2,dada2,sample083,
closed_reference,dada2,sample084,0.26865698544493694
dada2,closed_reference,sample084,0.26865698544493694
closed_reference,closed_reference,sample084,
dada2,dada2,sample084,
closed_reference,dada2,sample085,0.21842238996628377
dada2,closed_reference,sample085,0.21842238996628377
closed_reference,closed_reference,sample085,
dada2,dada2,sample085,
closed_reference,dada2,sample086,0.3444950961913064
dada2,closed_reference,sample086,0.3444950961913064
closed_reference,closed_reference,sample086,
dada2,dada2,sample086,
closed_reference,dada2,sample087,0.2890910023690815
dada2,closed_reference,sample087,0.2890910023690815
closed_reference,closed_reference,sample087,
dada2,dada2,sample087,
closed_reference,dada2,sample088,0.3647260661377721
dada2,closed_reference,sample088,0.3647260661377721
closed_reference,closed_reference,sample088,
dada2,dada2,sample088,
closed_reference,dada2,sample089,0.3974981864823112
dada2,closed_reference,sample089,0.3974981864823112
closed_reference,closed_reference,sample089,
dada2,dada2,sample089,
closed_reference,dada2,sample090,0.3743704910972784
dada2,closed_reference,sample090,0.3743704910972784
closed_reference,closed_reference,sample090,
dada2,dada2,sample090,
closed_reference,dada2,sample091,0.2820150450907027
dada2,closed_reference,sample091,0.2820150450907027
closed_reference,closed_reference,sample091,
dada2,dada2,sample091,
closed_reference,dada2,sample092,0.1297051243146213
dada2,closed_reference,sample092,0.1297051243146213
closed_reference,closed_reference,sample092,
dada2,dada2,sample092,
closed_reference,dada2,sample093,0.325358944836327
dada2,closed_reference,sample093,0.325358944836327
closed_reference,closed_reference,sample093,
dada2,dada2,sample093,
closed_reference,dada2,sample094,0.29732416085581953
dada2,closed_reference,sample094,0.29732416085581953
closed_reference,closed_reference,sample094,
dada2,dada2,sample094,
closed_reference,dada2,sample095,0.29205991610875187
dada2,closed_reference,sample095,0.29205991610875187
closed_reference,closed_reference,sample095,
dada2,dada2,sample095,
closed_reference,dada2,sample096,0.35068422142435607
dada2,closed_reference,sample096,0.35068422142435607
