task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
266	26/324977	5373	network_inference_workflow:make_network_without_pvalue (25N_500S)	CACHED	0	2021-12-02 12:09:06.648	2.3s	1.9s	58.5%	89.2 MB	417.1 MB	22.1 MB	11.7 KB
276	6d/b39894	1753	network_inference_workflow:make_network_without_pvalue (10N_100S)	CACHED	0	2021-12-02 10:36:40.922	3.9s	3s	40.2%	96.5 MB	423.6 MB	20.4 MB	6.3 KB
298	45/bf5301	7615	network_inference_workflow:flashweave_workflow:export_gml (150N_100S)	CACHED	0	2021-12-02 10:55:46.045	4.2s	1.6s	37.7%	9.7 MB	127.1 MB	11.1 MB	156.9 KB
271	43/14edd1	12997	network_inference_workflow:make_network_without_pvalue (25N_500S)	CACHED	0	2021-12-02 10:33:32.499	4.8s	3.7s	36.6%	96.3 MB	423.6 MB	22.1 MB	10.5 KB
268	06/f3b10e	35996	network_inference_workflow:make_network_without_pvalue (25N_50S)	CACHED	0	2021-12-02 10:34:13.881	4s	3s	41.9%	96.5 MB	423.6 MB	22.1 MB	11.4 KB
287	d0/a7cd46	6408	network_inference_workflow:make_network_without_pvalue (150N_200S)	CACHED	0	2021-12-02 10:49:51.746	6.7s	5.8s	33.4%	98.8 MB	427.6 MB	36.9 MB	101.5 KB
247	e2/3ed937	21367	network_inference_workflow:make_network_without_pvalue (25N_500S)	CACHED	0	2021-12-02 10:36:02.649	4.2s	3.4s	42.0%	97.3 MB	424.4 MB	22.1 MB	44.3 KB
300	68/5e6996	31553	network_inference_workflow:flashweave_workflow:export_gml (10N_200S)	CACHED	0	2021-12-02 10:40:09.683	3.9s	1.3s	40.3%	8.9 MB	126.3 MB	11 MB	2.2 KB
263	6a/951d9d	34444	network_inference_workflow:make_network_without_pvalue (150N_100S)	CACHED	0	2021-12-02 10:58:07.629	7.1s	6s	30.1%	97.8 MB	426.6 MB	36.9 MB	109.4 KB
297	24/876958	31377	network_inference_workflow:flashweave_workflow:export_gml (100N_500S)	CACHED	0	2021-12-02 10:44:12.308	4.5s	1.7s	35.6%	11.4 MB	128.9 MB	11.3 MB	71 KB
251	7e/eede3f	17690	network_inference_workflow:make_network_without_pvalue (10N_100S)	CACHED	0	2021-12-02 10:52:20.579	3.8s	2.8s	44.1%	71.2 MB	335.4 MB	20.4 MB	10.8 KB
273	96/e870d1	28473	network_inference_workflow:make_network_without_pvalue (10N_200S)	CACHED	0	2021-12-02 10:31:24.044	5s	4.1s	32.0%	92 MB	419.7 MB	20.4 MB	6 KB
242	77/d5724e	33761	network_inference_workflow:flashweave_workflow:export_gml (50N_500S)	CACHED	0	2021-12-02 11:04:38.455	5.4s	2.1s	31.0%	57.3 MB	267.2 MB	11.2 MB	19.1 KB
254	71/58362a	19417	network_inference_workflow:make_network_without_pvalue (50N_50S)	CACHED	0	2021-12-02 10:54:57.494	5.7s	4.7s	30.0%	96.6 MB	423.9 MB	25.1 MB	20.8 KB
252	63/9d7e68	25112	network_inference_workflow:flashweave_workflow:export_gml (25N_200S)	CACHED	0	2021-12-02 10:36:11.013	4.3s	1.3s	40.3%	10.7 MB	128 MB	11 MB	5.9 KB
243	a3/7f226e	19558	network_inference_workflow:make_network_without_pvalue (50N_500S)	CACHED	0	2021-12-02 10:41:05.726	7.6s	3.9s	37.0%	96.5 MB	423.6 MB	25.1 MB	23.1 KB
278	e0/03eccb	9987	network_inference_workflow:make_network_without_pvalue (100N_200S)	CACHED	0	2021-12-02 10:52:05.041	6.1s	5.2s	32.4%	96.7 MB	424.9 MB	31 MB	48.1 KB
260	4c/91537d	5172	network_inference_workflow:make_network_without_pvalue (10N_200S)	CACHED	0	2021-12-02 10:55:41.640	4.4s	3.5s	37.2%	96.5 MB	423.6 MB	20.4 MB	10.8 KB
296	fb/d38521	16623	network_inference_workflow:flashweave_workflow:export_gml (50N_200S)	CACHED	0	2021-12-02 11:02:52.868	7.3s	3.6s	19.1%	55 MB	263.1 MB	11.1 MB	19 KB
292	95/4703ed	25747	network_inference_workflow:flashweave_workflow:export_gml (200N_500S)	CACHED	0	2021-12-02 10:50:26.961	7.1s	2.2s	35.2%	64.3 MB	274.3 MB	11.5 MB	277.6 KB
283	31/6c460b	4347	network_inference_workflow:flashweave_workflow:export_gml (100N_200S)	CACHED	0	2021-12-02 10:49:46.906	4.8s	2.1s	31.2%	53.7 MB	259.4 MB	11.1 MB	70.9 KB
294	83/5a3b04	23501	network_inference_workflow:flashweave_workflow:export_gml (100N_100S)	CACHED	0	2021-12-02 10:38:44.720	7.1s	1.9s	35.3%	51.5 MB	257.1 MB	11.1 MB	70.9 KB
267	86/48dc72	29305	network_inference_workflow:flashweave_workflow:export_gml (200N_200S)	CACHED	0	2021-12-02 10:44:08.064	4.2s	1.8s	37.4%	59.6 MB	267.2 MB	11.2 MB	277.4 KB
245	eb/5ca288	23708	network_inference_workflow:make_network_without_pvalue (50N_500S)	CACHED	0	2021-12-02 10:41:13.327	4.8s	4s	35.6%	96.5 MB	423.6 MB	25.1 MB	25.7 KB
257	e4/9e24ae	18105	network_inference_workflow:make_network_without_pvalue (200N_200S)	CACHED	0	2021-12-02 10:35:53.815	7.1s	6.2s	34.4%	99.6 MB	430.1 MB	42.8 MB	127.7 KB
274	22/d727cf	14367	network_inference_workflow:make_network_without_pvalue (100N_100S)	CACHED	0	2021-12-02 10:33:35.219	5.6s	4.7s	33.0%	97.1 MB	425.1 MB	31 MB	49.1 KB
272	2e/d35929	24863	network_inference_workflow:make_network_without_pvalue (150N_200S)	CACHED	0	2021-12-02 11:13:42.749	9.8s	8.8s	20.4%	97.8 MB	426.9 MB	36.9 MB	66.7 KB
255	ef/eaa9fa	7627	network_inference_workflow:make_network_without_pvalue (25N_100S)	CACHED	0	2021-12-02 11:02:38.350	5.9s	4.8s	29.5%	96.5 MB	423.6 MB	22.1 MB	10.7 KB
281	dd/2a156d	21072	network_inference_workflow:make_network_without_pvalue (100N_100S)	CACHED	0	2021-12-02 10:57:34.650	6.1s	5.2s	31.0%	97 MB	425.1 MB	31 MB	58.7 KB
265	b6/368b26	31798	network_inference_workflow:make_network_without_pvalue (150N_50S)	CACHED	0	2021-12-02 10:58:00.566	7.1s	6.1s	31.8%	98.6 MB	427.4 MB	36.9 MB	91.2 KB
299	c0/8c2a8c	23397	network_inference_workflow:flashweave_workflow:export_gml (10N_500S)	CACHED	0	2021-12-02 10:36:06.873	4.1s	1.3s	42.1%	10.9 MB	128.4 MB	11.1 MB	2.2 KB
282	e5/c3c546	7674	network_inference_workflow:make_network_without_pvalue (200N_500S)	CACHED	0	2021-12-02 11:06:07.968	9.8s	8.4s	25.8%	99 MB	430.1 MB	42.8 MB	166.8 KB
253	6c/2690d1	24402	network_inference_workflow:make_network_without_pvalue (100N_50S)	CACHED	0	2021-12-02 10:36:09.966	5.9s	5.1s	33.5%	96.6 MB	424.1 MB	31 MB	46.5 KB
241	04/4eed78	25655	network_inference_workflow:make_network_without_pvalue (50N_50S)	CACHED	0	2021-12-02 10:55:08.961	5.7s	4.5s	33.1%	96.4 MB	423.6 MB	25.1 MB	23.4 KB
248	bd/05461f	4193	network_inference_workflow:make_network_without_pvalue (50N_100S)	CACHED	0	2021-12-02 10:51:54.601	5.2s	4.3s	34.7%	96.4 MB	423.6 MB	25.1 MB	20.7 KB
244	5b/b260fb	27885	network_inference_workflow:flashweave_workflow:export_gml (50N_100S)	CACHED	0	2021-12-02 10:37:34.652	6s	2.7s	25.6%	37.8 MB	235.1 MB	11 MB	19 KB
264	ae/efd395	5629	network_inference_workflow:make_network_without_pvalue (200N_50S)	CACHED	0	2021-12-02 10:51:56.655	8.4s	7.6s	28.6%	100.5 MB	430.1 MB	42.8 MB	151.9 KB
301	ca/61c44a	33744	network_inference_workflow:make_network_without_pvalue (10N_50S)	CACHED	0	2021-12-02 10:34:09.761	4.1s	3.2s	39.6%	96.5 MB	423.6 MB	20.4 MB	5.8 KB
304	20/a87d9a	20845	network_inference_workflow:make_network_without_pvalue (10N_100S)	CACHED	0	2021-12-02 10:36:00.904	4s	3.1s	38.3%	96.5 MB	423.6 MB	20.4 MB	5.9 KB
305	e7/59e0d9	10348	network_inference_workflow:make_network_without_pvalue (10N_500S)	CACHED	0	2021-12-02 10:33:27.727	4s	2.7s	44.6%	79.2 MB	403.9 MB	20.4 MB	6.3 KB
302	63/97eac1	26969	network_inference_workflow:make_network_without_pvalue (50N_500S)	CACHED	0	2021-12-02 13:15:38.953	4s	3.8s	31.6%	96.2 MB	423.6 MB	25.1 MB	21.4 KB
308	f9/3df902	35653	network_inference_workflow:make_network_without_pvalue (200N_500S)	CACHED	0	2021-12-02 11:18:13.630	7.3s	6.1s	28.6%	99.1 MB	427.1 MB	42.8 MB	100.4 KB
303	5d/eb1609	30087	network_inference_workflow:make_network_without_pvalue (200N_100S)	CACHED	0	2021-12-02 10:49:25.057	9.7s	8.5s	26.7%	98.9 MB	430.1 MB	42.8 MB	128.4 KB
306	33/e9b1d1	24168	network_inference_workflow:make_network_without_pvalue (50N_200S)	CACHED	0	2021-12-02 11:14:48.317	7.6s	6.5s	22.2%	96.5 MB	423.6 MB	25.1 MB	22.2 KB
307	b5/9a99a7	15527	network_inference_workflow:make_network_without_pvalue (50N_500S)	CACHED	0	2021-12-02 10:33:37.326	5.3s	4s	36.8%	96.4 MB	423.6 MB	25.1 MB	32 KB
309	ee/e061ed	10881	network_inference_workflow:make_network_without_pvalue (200N_200S)	CACHED	0	2021-12-02 11:16:56.929	24.8s	23.8s	8.5%	98.9 MB	426.9 MB	42.8 MB	92.2 KB
312	46/8bf488	965	network_inference_workflow:make_network_without_pvalue (100N_500S)	CACHED	0	2021-12-02 10:37:54.901	6s	5s	33.2%	97.4 MB	425.6 MB	31 MB	77.7 KB
311	63/4c3aa5	8169	network_inference_workflow:make_network_without_pvalue (50N_100S)	CACHED	0	2021-12-02 10:33:23.468	4.2s	3.3s	41.0%	96.6 MB	423.9 MB	25.1 MB	21 KB
310	2a/6ae6b9	20591	network_inference_workflow:make_network_without_pvalue (200N_200S)	CACHED	0	2021-12-02 11:05:24.251	8.7s	7.7s	28.5%	100.8 MB	430.1 MB	42.8 MB	159.8 KB
313	91/074907	34502	network_inference_workflow:make_network_without_pvalue (100N_500S)	CACHED	0	2021-12-02 11:09:13.161	6.8s	5.7s	28.8%	96.8 MB	424.9 MB	31 MB	49.6 KB
317	83/8ffe45	7458	network_inference_workflow:make_network_without_pvalue (25N_500S)	CACHED	0	2021-12-02 10:51:59.811	5.5s	4.1s	33.0%	96.3 MB	423.6 MB	22.1 MB	14.2 KB
314	e6/71ab2d	15057	network_inference_workflow:make_network_without_pvalue (200N_500S)	CACHED	0	2021-12-02 10:35:46.219	9.6s	7.3s	29.2%	100.3 MB	428.1 MB	42.8 MB	112.2 KB
318	49/088099	16990	network_inference_workflow:make_network_without_pvalue (10N_500S)	CACHED	0	2021-12-02 11:21:57.688	4.2s	3.1s	35.3%	96.5 MB	423.6 MB	20.4 MB	9.2 KB
316	e5/0d7271	10015	network_inference_workflow:make_network_without_pvalue (100N_50S)	CACHED	0	2021-12-02 10:55:50.290	6.8s	5.8s	29.2%	96.8 MB	424.9 MB	31 MB	54.6 KB
315	bf/d3ad76	1101	network_inference_workflow:make_network_without_pvalue (150N_50S)	CACHED	0	2021-12-02 10:50:45.774	6.6s	5.7s	31.6%	97.5 MB	426.4 MB	36.9 MB	73.8 KB
321	cf/7eff1e	4206	network_inference_workflow:make_network_without_pvalue (50N_200S)	CACHED	0	2021-12-02 10:43:15.239	6.7s	5.7s	27.0%	96.4 MB	423.6 MB	25.1 MB	22.4 KB
319	50/693970	7413	network_inference_workflow:make_network_without_pvalue (100N_200S)	CACHED	0	2021-12-02 11:14:16.224	8.7s	7.8s	21.7%	96.6 MB	424.1 MB	31 MB	42.4 KB
320	19/aef418	18350	network_inference_workflow:make_network_without_pvalue (100N_100S)	CACHED	0	2021-12-02 11:07:36.777	6.1s	5.1s	31.0%	96.7 MB	424.1 MB	31 MB	41.7 KB
323	e3/651120	19371	network_inference_workflow:make_network_without_pvalue (50N_200S)	CACHED	0	2021-12-02 10:57:29.461	5.2s	4.2s	36.8%	96.5 MB	423.6 MB	25.1 MB	29.5 KB
322	ac/afbfcb	6972	network_inference_workflow:make_network_without_pvalue (100N_50S)	CACHED	0	2021-12-02 10:43:21.972	5.5s	4.2s	36.7%	96.6 MB	423.9 MB	31 MB	43 KB
324	f7/4a9392	27620	network_inference_workflow:make_network_without_pvalue (25N_200S)	CACHED	0	2021-12-02 10:32:43.817	3.9s	3s	42.5%	76.4 MB	382.6 MB	22.1 MB	12.4 KB
326	20/c0b77e	5883	network_inference_workflow:make_network_without_pvalue (150N_500S)	CACHED	0	2021-12-02 10:54:29.520	7.2s	6.3s	29.7%	98.4 MB	427.1 MB	36.9 MB	82.2 KB
325	22/6dd478	22336	network_inference_workflow:make_network_without_pvalue (25N_200S)	CACHED	0	2021-12-02 10:39:49.938	5.6s	4.6s	31.5%	97.2 MB	424.4 MB	22.1 MB	43.3 KB
327	06/9be1d7	31163	network_inference_workflow:make_network_without_pvalue (150N_100S)	CACHED	0	2021-12-02 11:06:51.645	7.1s	6.3s	30.3%	97.3 MB	426.4 MB	36.9 MB	63 KB
330	6a/d7f623	25941	network_inference_workflow:make_network_without_pvalue (10N_100S)	CACHED	0	2021-12-02 10:32:39.976	3.8s	2.7s	44.8%	74.9 MB	358.6 MB	20.4 MB	5.7 KB
331	f9/bc5640	11214	network_inference_workflow:make_network_without_pvalue (150N_100S)	CACHED	0	2021-12-02 11:02:44.213	8.6s	7.4s	24.4%	97.6 MB	426.4 MB	36.9 MB	74 KB
328	9f/617c30	5835	network_inference_workflow:make_network_without_pvalue (25N_200S)	CACHED	0	2021-12-02 10:33:18.616	4.8s	3.9s	34.8%	95.6 MB	423.4 MB	22.1 MB	13.1 KB
329	b9/6d17b1	23590	network_inference_workflow:make_network_without_pvalue (25N_100S)	CACHED	0	2021-12-02 10:57:40.740	4.8s	3.9s	35.0%	96.4 MB	423.6 MB	22.1 MB	11.4 KB
333	2a/566456	18756	network_inference_workflow:make_network_without_pvalue (200N_50S)	CACHED	0	2021-12-02 10:35:55.841	6.8s	5.7s	36.2%	99.2 MB	427.1 MB	42.8 MB	97.6 KB
332	b6/b94411	2520	network_inference_workflow:make_network_without_pvalue (50N_100S)	CACHED	0	2021-12-02 10:55:36.719	4.9s	4s	36.4%	96.5 MB	423.6 MB	25.1 MB	26.4 KB
336	06/7f8d8a	25684	network_inference_workflow:make_network_without_pvalue (10N_50S)	CACHED	0	2021-12-02 10:37:29.968	4.7s	3.8s	35.6%	95.5 MB	423.4 MB	20.4 MB	10.8 KB
335	74/ab07b0	34012	network_inference_workflow:make_network_without_pvalue (150N_50S)	CACHED	0	2021-12-02 11:08:05.711	7.4s	6.5s	28.8%	97.5 MB	426.4 MB	36.9 MB	71.6 KB
334	9d/aba495	22397	network_inference_workflow:make_network_without_pvalue (50N_100S)	CACHED	0	2021-12-02 11:04:13.580	5.7s	4.5s	32.4%	95.9 MB	423.6 MB	25.1 MB	20.8 KB
337	30/0bf1e1	34549	network_inference_workflow:make_network_without_pvalue (200N_100S)	CACHED	0	2021-12-02 10:52:54.309	7.4s	6.5s	32.1%	100.3 MB	430.1 MB	42.8 MB	147.1 KB
338	db/01f0da	35542	network_inference_workflow:make_network_without_pvalue (150N_500S)	CACHED	0	2021-12-02 11:05:51.431	9.1s	8.1s	25.3%	99.4 MB	426.7 MB	36.9 MB	128.3 KB
339	0b/1414d9	20049	network_inference_workflow:make_network_without_pvalue (100N_500S)	CACHED	0	2021-12-02 10:38:37.639	7.1s	6.2s	29.9%	97.2 MB	425.4 MB	31 MB	55.8 KB
340	16/a4953e	4867	network_inference_workflow:make_network_without_pvalue (150N_500S)	CACHED	0	2021-12-02 11:13:04.392	9s	8.1s	24.3%	97.4 MB	426.4 MB	36.9 MB	76.2 KB
341	52/013477	31405	network_inference_workflow:make_network_without_pvalue (25N_50S)	CACHED	0	2021-12-02 10:34:05.577	4.2s	3.4s	40.3%	96.1 MB	423.4 MB	22.1 MB	11.8 KB
342	8e/1f325f	9901	network_inference_workflow:make_network_without_pvalue (100N_200S)	CACHED	0	2021-12-02 10:39:24.841	6.6s	5.6s	31.4%	96.9 MB	424.9 MB	31 MB	69.6 KB
343	f7/9471d2	23955	network_inference_workflow:make_network_without_pvalue (10N_200S)	CACHED	0	2021-12-02 10:32:35.531	4.4s	3.3s	40.5%	96.5 MB	423.6 MB	20.4 MB	5.9 KB
345	dc/72bada	1951	network_inference_workflow:make_network_without_pvalue (10N_500S)	CACHED	0	2021-12-02 10:53:01.744	5s	4.1s	33.1%	92.8 MB	420.5 MB	20.4 MB	10.8 KB
346	1d/29d5bb	13177	network_inference_workflow:make_network_without_pvalue (25N_100S)	CACHED	0	2021-12-02 10:52:11.161	4.6s	3.7s	36.4%	96.4 MB	423.6 MB	22.1 MB	11.6 KB
344	46/fc8e34	621	network_inference_workflow:make_network_without_pvalue (150N_200S)	CACHED	0	2021-12-02 10:49:39.773	7.1s	6.1s	31.9%	98.1 MB	427.1 MB	36.9 MB	76.1 KB
347	0c/46aeff	22011	network_inference_workflow:make_network_without_pvalue (100N_50S)	CACHED	0	2021-12-02 11:14:43.303	6.8s	6s	26.5%	96.4 MB	426.4 MB	31 MB	39.4 KB
349	37/c7ff4b	23407	network_inference_workflow:make_network_without_pvalue (150N_500S)	CACHED	0	2021-12-02 11:11:17.536	7.4s	6.6s	28.5%	97 MB	430.5 MB	37 MB	84.6 KB
348	c7/4b7bbf	22333	network_inference_workflow:make_network_without_pvalue (25N_500S)	CACHED	0	2021-12-02 11:12:28.817	4.4s	3.5s	36.8%	96.4 MB	423.6 MB	22.1 MB	16.1 KB
350	e6/c34263	31806	network_inference_workflow:make_network_without_pvalue (10N_50S)	CACHED	0	2021-12-02 11:09:08.417	4.7s	3.9s	34.6%	91 MB	418.6 MB	20.4 MB	6.4 KB
351	15/e69f54	6888	network_inference_workflow:make_network_without_pvalue (150N_200S)	CACHED	0	2021-12-02 11:13:08.365	8.1s	7.2s	26.4%	97.6 MB	430.5 MB	37 MB	69 KB
352	cb/12752d	13056	network_inference_workflow:make_network_without_pvalue (150N_100S)	CACHED	0	2021-12-02 11:13:19.984	11.7s	8.1s	22.1%	96.9 MB	430.5 MB	37 MB	62 KB
356	87/d9847c	33582	network_inference_workflow:make_network_without_pvalue (10N_100S)	CACHED	0	2021-12-02 11:10:22.804	4.7s	3.8s	34.0%	91 MB	418.6 MB	20.4 MB	7.1 KB
354	de/f09bdf	1543	network_inference_workflow:make_network_without_pvalue (200N_50S)	CACHED	0	2021-12-02 11:10:32.522	8.1s	7.4s	27.0%	100.9 MB	437.5 MB	43 MB	76 KB
353	0f/4cb61d	17817	network_inference_workflow:make_network_without_pvalue (50N_50S)	CACHED	0	2021-12-02 11:12:21.319	5.5s	4.2s	33.3%	96.4 MB	423.9 MB	25.1 MB	19.4 KB
357	93/a32124	2245	network_inference_workflow:make_network_without_pvalue (200N_100S)	CACHED	0	2021-12-02 11:11:48.468	7.2s	6.2s	30.8%	104.2 MB	437.5 MB	43 MB	84.8 KB
355	f9/a349ea	12954	network_inference_workflow:make_network_without_pvalue (50N_200S)	CACHED	0	2021-12-02 11:14:25.549	5.3s	4.4s	30.6%	96.7 MB	424.1 MB	25.1 MB	25.1 KB
358	ff/17a46f	35071	network_inference_workflow:make_network_without_pvalue (150N_50S)	CACHED	0	2021-12-02 11:10:26.226	6.3s	5.4s	32.1%	96.9 MB	430.5 MB	37 MB	58.8 KB
360	8e/afc978	29776	network_inference_workflow:make_network_without_pvalue (25N_100S)	CACHED	0	2021-12-02 11:07:58.160	5.4s	4.5s	31.0%	91 MB	418.6 MB	22.1 MB	13.3 KB
359	5a/91213f	21762	network_inference_workflow:make_network_without_pvalue (25N_50S)	CACHED	0	2021-12-02 11:14:42.777	5.5s	4.5s	28.0%	96.5 MB	423.6 MB	22.1 MB	11.6 KB
361	33/a78b44	1409	network_inference_workflow:make_network_without_pvalue (50N_100S)	CACHED	0	2021-12-02 11:08:13.350	5.9s	5s	29.1%	96.4 MB	423.9 MB	25.1 MB	23.7 KB
363	a6/425a4e	16053	network_inference_workflow:make_network_without_pvalue (100N_100S)	CACHED	0	2021-12-02 11:08:39.987	6.1s	5.3s	29.8%	96.5 MB	426.4 MB	31 MB	44.2 KB
364	81/de4035	36186	network_inference_workflow:make_network_without_pvalue (100N_200S)	CACHED	0	2021-12-02 11:11:43.516	7.8s	6.9s	26.1%	96.8 MB	426.4 MB	31 MB	49.7 KB
365	88/323713	2503	network_inference_workflow:make_network_without_pvalue (200N_200S)	CACHED	0	2021-12-02 11:10:34.236	7.5s	6.6s	29.4%	102.1 MB	437.5 MB	43 MB	94 KB
366	ab/421775	13428	network_inference_workflow:make_network_without_pvalue (200N_500S)	CACHED	0	2021-12-02 11:12:12.347	7.9s	7.1s	28.3%	102.3 MB	437.5 MB	43 MB	108.1 KB
362	47/0a013b	31534	network_inference_workflow:make_network_without_pvalue (10N_500S)	CACHED	0	2021-12-02 11:08:01.297	4.4s	3.5s	35.7%	96.3 MB	423.6 MB	20.4 MB	7.6 KB
368	16/518e21	24608	network_inference_workflow:make_network_without_pvalue (50N_500S)	CACHED	0	2021-12-02 11:14:49.178	6.7s	5.5s	25.0%	96.4 MB	423.9 MB	25.1 MB	28.6 KB
370	7a/05fea5	34150	network_inference_workflow:make_network_without_pvalue (10N_200S)	CACHED	0	2021-12-02 11:09:12.587	4.8s	3.9s	31.1%	96.3 MB	423.6 MB	20.4 MB	6.6 KB
367	44/2e5f55	32935	network_inference_workflow:make_network_without_pvalue (25N_200S)	CACHED	0	2021-12-02 11:08:03.414	5.3s	4.4s	31.7%	95.5 MB	423.4 MB	22.1 MB	14.6 KB
369	9b/c4588a	5339	network_inference_workflow:make_network_without_pvalue (100N_500S)	CACHED	0	2021-12-02 11:10:40.677	7s	5.6s	29.0%	96.6 MB	426.4 MB	31 MB	57.6 KB
37	1f/ef4ea1	11841	network_inference_workflow:mldm_workflow:mldm (150N_100S)	FAILED	1	2021-12-03 10:02:07.284	9.5s	9.5s	-	-	-	-	-
43	6a/423482	11849	network_inference_workflow:mldm_workflow:mldm (100N_100S)	FAILED	1	2021-12-03 10:02:07.291	9.6s	9.5s	-	-	-	-	-
168	3b/67cb9a	11863	network_inference_workflow:mldm_workflow:mldm (100N_200S)	FAILED	1	2021-12-03 10:02:07.366	9.5s	9.5s	-	-	-	-	-
52	d0/13dd99	12030	network_inference_workflow:mldm_workflow:mldm (100N_500S)	FAILED	1	2021-12-03 10:02:07.767	9.1s	9s	-	-	-	-	-
193	9e/806299	12042	network_inference_workflow:mldm_workflow:mldm (150N_50S)	FAILED	1	2021-12-03 10:02:07.880	9s	9s	-	-	-	-	-
93	ab/022596	12053	network_inference_workflow:mldm_workflow:mldm (150N_200S)	FAILED	1	2021-12-03 10:02:07.971	9s	8.8s	-	-	-	-	-
38	24/3fd5f3	12063	network_inference_workflow:mldm_workflow:mldm (200N_50S)	FAILED	1	2021-12-03 10:02:08.051	8.9s	8.8s	-	-	-	-	-
234	cf/9717bb	11856	network_inference_workflow:mldm_workflow:mldm (200N_500S)	FAILED	1	2021-12-03 10:02:07.310	9.6s	9.6s	-	-	-	-	-
228	6e/21ed1e	12821	network_inference_workflow:mldm_workflow:mldm (200N_100S)	FAILED	1	2021-12-03 10:02:08.378	8.8s	8.7s	-	-	-	-	-
41	08/8b787a	15745	network_inference_workflow:mldm_workflow:mldm (100N_50S)	FAILED	1	2021-12-03 10:02:08.695	8.6s	8.5s	-	-	-	-	-
108	0b/b83af3	24113	network_inference_workflow:mldm_workflow:mldm (50N_50S)	FAILED	1	2021-12-03 10:02:09.201	8.6s	8.5s	-	-	-	-	-
159	45/de9cfc	25068	network_inference_workflow:mldm_workflow:mldm (200N_200S)	FAILED	1	2021-12-03 10:02:09.334	8.7s	8.6s	-	-	-	-	-
129	88/aa578d	27449	network_inference_workflow:mldm_workflow:mldm (150N_500S)	FAILED	1	2021-12-03 10:02:09.921	8.2s	8s	-	-	-	-	-
155	39/a3bdd6	8857	network_inference_workflow:spearman_workflow:resample (200N_200S)	CACHED	0	2021-12-02 10:28:14.751	36.4s	34.6s	60.2%	7.3 MB	299.6 MB	3.7 MB	354.1 MB
127	f4/79fbad	30330	network_inference_workflow:spearman_workflow:resample (150N_500S)	CACHED	0	2021-12-02 10:25:20.132	48.9s	48s	80.6%	7.9 MB	299.8 MB	3.9 MB	677.1 MB
148	29/6b583c	34654	network_inference_workflow:pearson_workflow:resample (25N_100S)	CACHED	0	2021-12-02 10:14:26.878	8.2s	7.2s	40.5%	7.1 MB	299.5 MB	3.5 MB	26.1 MB
55	80/b16167	14233	network_inference_workflow:spearman_workflow:resample (100N_500S)	CACHED	0	2021-12-02 10:16:56.416	36.3s	35.3s	77.9%	7.6 MB	299.7 MB	3.8 MB	465.6 MB
167	49/b04a81	9285	network_inference_workflow:pearson_workflow:resample (100N_200S)	CACHED	0	2021-12-02 10:15:37.559	18.5s	17.3s	69.2%	7.2 MB	299.5 MB	3.6 MB	188.3 MB
50	60/759ea3	35645	network_inference_workflow:sparcc_workflow:resample (100N_100S)	CACHED	0	2021-12-02 10:20:02.262	12.3s	11.1s	59.3%	7.1 MB	299.5 MB	3.6 MB	93.6 MB
71	ec/ddddc2	20402	network_inference_workflow:sparcc_workflow:resample (10N_100S)	CACHED	0	2021-12-02 10:17:12.587	6.5s	5.7s	35.8%	7 MB	299.4 MB	3.5 MB	11.3 MB
134	0e/e16bb2	2134	network_inference_workflow:sparcc_workflow:resample (50N_100S)	CACHED	0	2021-12-02 10:14:02.893	10.3s	8.8s	50.4%	7.1 MB	299.5 MB	3.6 MB	50.8 MB
8	1c/fdc9ab	32456	network_inference_workflow:propr_workflow:resample (150N_100S)	CACHED	0	2021-12-02 10:16:28.185	16.9s	15.7s	58.3%	7.2 MB	299.6 MB	3.6 MB	138.1 MB
99	e7/70d820	7293	network_inference_workflow:spearman_workflow:resample (150N_200S)	CACHED	0	2021-12-02 10:22:17.519	24.6s	23.8s	69.6%	7.4 MB	299.6 MB	3.7 MB	275.4 MB
170	ce/0be403	15697	network_inference_workflow:propr_workflow:resample (100N_200S)	CACHED	0	2021-12-02 10:19:32.717	18.9s	18s	66.4%	7.3 MB	299.5 MB	3.6 MB	188.3 MB
51	51/f1f6d2	36188	network_inference_workflow:sparcc_workflow:resample (100N_500S)	CACHED	0	2021-12-02 10:14:28.039	35.7s	34.7s	80.1%	7.6 MB	299.7 MB	3.8 MB	465.6 MB
31	00/8cbf5a	7655	network_inference_workflow:pearson_workflow:resample (150N_100S)	CACHED	0	2021-12-02 10:17:56.278	15.6s	14.8s	61.0%	7.3 MB	299.6 MB	3.6 MB	138.1 MB
213	90/76612b	2158	network_inference_workflow:pearson_workflow:resample (25N_200S)	CACHED	0	2021-12-02 10:14:02.915	10.5s	9.2s	48.9%	7.1 MB	299.5 MB	3.6 MB	52.1 MB
91	f3/52210e	9860	network_inference_workflow:propr_workflow:resample (150N_200S)	CACHED	0	2021-12-02 10:15:39.386	24.3s	23.5s	71.3%	7.4 MB	299.6 MB	3.7 MB	275.4 MB
158	7c/5d4eaa	30493	network_inference_workflow:propr_workflow:resample (200N_200S)	CACHED	0	2021-12-02 10:15:07.199	30.4s	29.3s	70.9%	7.3 MB	299.6 MB	3.7 MB	354.1 MB
64	1b/5bcabd	2127	network_inference_workflow:pearson_workflow:resample (10N_200S)	CACHED	0	2021-12-02 10:14:02.879	7.7s	6.4s	43.6%	7 MB	299.4 MB	3.5 MB	22.6 MB
