task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
136	f9/3cd457	1179	network_inference_workflow:spring_workflow:spring (50N_100S)	CACHED	0	2021-12-02 10:23:37.541	54.1s	50.1s	98.3%	257.9 MB	591.2 MB	24.3 MB	15.8 KB
9	68/3e662e	18146	network_inference_workflow:spieceasi_workflow:spieceasi (150N_100S)	CACHED	0	2021-12-02 10:26:38.452	1m 36s	1m 32s	98.5%	357 MB	615.5 MB	19.9 MB	54.9 KB
73	03/9b9dac	2267	network_inference_workflow:spieceasi_workflow:spieceasi (10N_100S)	CACHED	0	2021-12-02 10:14:03.035	52.1s	48.2s	98.4%	230.7 MB	489 MB	19.9 MB	3.2 KB
144	38/94aed0	20455	network_inference_workflow:harmonies_workflow:harmonies (25N_100S)	CACHED	0	2021-12-02 10:21:29.203	4m 17s	4m 13s	98.8%	222.5 MB	418.7 MB	28.1 MB	4.5 KB
59	e7/237768	29295	network_inference_workflow:flashweave_workflow:flashweave (100N_500S)	CACHED	0	2021-12-02 10:17:25.620	2m 32s	2m 31s	99.1%	1.5 GB	2.5 GB	178.4 MB	455.4 KB
186	49/101070	31259	network_inference_workflow:spieceasi_workflow:spieceasi (25N_200S)	CACHED	0	2021-12-02 10:14:10.903	53s	49.4s	98.9%	229.9 MB	488.1 MB	19.9 MB	5 KB
11	94/f5083f	25905	network_inference_workflow:cozine_workflow:cozine (150N_100S)	CACHED	0	2021-12-02 10:15:03.917	18m 15s	18m 10s	94.5%	294.3 MB	681.5 MB	19.9 MB	54.7 KB
128	e1/973f3b	25109	network_inference_workflow:spieceasi_workflow:spieceasi (150N_500S)	CACHED	0	2021-12-02 10:21:36.440	1m 16s	1m 11s	98.6%	330.8 MB	587.5 MB	20.2 MB	57.3 KB
184	2b/46f815	34427	network_inference_workflow:cozine_workflow:cozine (25N_200S)	CACHED	0	2021-12-02 10:16:33.650	1m 45s	1m 41s	98.8%	288.1 MB	675.3 MB	19.8 MB	13.9 KB
44	43/583fd6	35749	network_inference_workflow:flashweave_workflow:flashweave (50N_200S)	CACHED	0	2021-12-02 10:25:45.970	2m 29s	2m 28s	98.9%	1.4 GB	2.3 GB	178.1 MB	148.9 KB
226	d1/f570e6	23293	network_inference_workflow:spring_workflow:spring (25N_200S)	CACHED	0	2021-12-02 10:14:19.144	38s	33.7s	98.7%	252.4 MB	585.3 MB	24.3 MB	10.2 KB
25	ba/5e5e6c	16132	network_inference_workflow:spring_workflow:spring (50N_200S)	CACHED	0	2021-12-02 10:24:26.230	1m 2s	57.5s	98.6%	270 MB	602.9 MB	24.4 MB	16.8 KB
24	bb/090e60	31565	network_inference_workflow:cozine_workflow:cozine (100N_50S)	CACHED	0	2021-12-02 10:14:10.980	5m 25s	5m 21s	98.9%	291.3 MB	678.3 MB	19.8 MB	28.3 KB
19	f5/624fbe	2082	network_inference_workflow:cozine_workflow:cozine (50N_200S)	CACHED	0	2021-12-02 10:14:02.829	5m 22s	5m 18s	98.8%	289.7 MB	675 MB	19.9 MB	10.1 KB
39	fe/033f26	5481	network_inference_workflow:cozine_workflow:cozine (100N_100S)	CACHED	0	2021-12-02 10:21:07.277	13m 15s	13m 12s	90.3%	283.3 MB	668.5 MB	19.8 MB	27.7 KB
34	30/99e3b4	34240	network_inference_workflow:flashweave_workflow:flashweave (100N_100S)	CACHED	0	2021-12-02 10:15:12.581	2m 32s	2m 31s	98.8%	1.4 GB	2.3 GB	178.2 MB	249.7 KB
161	ab/64ec9d	19753	network_inference_workflow:cozine_workflow:cozine (100N_200S)	CACHED	0	2021-12-02 10:24:39.840	37m 46s	37m 42s	59.1%	294.7 MB	679.9 MB	19.9 MB	27.7 KB
119	9d/d9ab71	9432	network_inference_workflow:spring_workflow:spring (25N_500S)	CACHED	0	2021-12-02 10:21:10.062	38.2s	34.4s	97.8%	252.5 MB	585.5 MB	24.3 MB	10.7 KB
203	91/813667	2165	network_inference_workflow:harmonies_workflow:harmonies (10N_500S)	CACHED	0	2021-12-02 10:14:02.920	1h 7m 55s	1h 7m 51s	62.9%	283.8 MB	478.5 MB	28.1 MB	4.5 KB
20	dc/edfc3c	22299	network_inference_workflow:spring_workflow:spring (100N_50S)	CACHED	0	2021-12-02 10:22:52.504	2m 20s	2m 16s	98.5%	300.2 MB	631 MB	24.3 MB	34.9 KB
2	49/b73d12	25983	network_inference_workflow:flashweave_workflow:flashweave (200N_50S)	CACHED	0	2021-12-02 10:17:19.094	2m 33s	2m 32s	98.8%	1.5 GB	2.4 GB	178.4 MB	480.4 KB
121	b8/39acc3	3627	network_inference_workflow:flashweave_workflow:flashweave (150N_500S)	CACHED	0	2021-12-02 10:17:48.165	2m 32s	2m 31s	98.9%	1.3 GB	2.3 GB	178.6 MB	692.6 KB
35	72/fbd679	6776	network_inference_workflow:flashweave_workflow:flashweave (100N_50S)	CACHED	0	2021-12-02 10:26:18.243	2m 28s	2m 27s	98.8%	1.4 GB	2.3 GB	178.1 MB	215.1 KB
177	13/8b37e1	34216	network_inference_workflow:spieceasi_workflow:spieceasi (150N_50S)	CACHED	0	2021-12-02 10:20:00.745	1m 21s	1m 17s	99.0%	292.7 MB	551.1 MB	19.9 MB	54.8 KB
232	33/964715	22040	network_inference_workflow:flashweave_workflow:flashweave (200N_500S)	CACHED	0	2021-12-02 10:18:28.057	2m 32s	2m 31s	98.8%	1.3 GB	2.3 GB	178.8 MB	928.1 KB
79	4e/239fd0	22522	network_inference_workflow:flashweave_workflow:flashweave (10N_100S)	CACHED	0	2021-12-02 10:17:15.609	2m 30s	2m 29s	98.7%	1.4 GB	2.3 GB	178 MB	35.7 KB
235	1b/a900f5	17240	network_inference_workflow:spieceasi_workflow:spieceasi (200N_500S)	CACHED	0	2021-12-02 10:14:16.594	1m 59s	1m 56s	98.7%	428.4 MB	686.2 MB	20.3 MB	96 KB
57	25/9efb5b	20459	network_inference_workflow:cozine_workflow:cozine (100N_500S)	CACHED	0	2021-12-02 10:22:49.394	17m 59s	17m 55s	79.6%	314.5 MB	701.6 MB	20 MB	29.7 KB
131	08/ffea55	31693	network_inference_workflow:spieceasi_workflow:spieceasi (50N_100S)	CACHED	0	2021-12-02 10:14:11.009	54.5s	50.9s	99.0%	232.4 MB	488.9 MB	19.9 MB	8.8 KB
103	92/a1fb42	17118	network_inference_workflow:flashweave_workflow:flashweave (50N_50S)	CACHED	0	2021-12-02 10:19:35.773	2m 32s	2m 31s	99.1%	1.3 GB	2.3 GB	178 MB	102.3 KB
60	2c/746bd1	2068	network_inference_workflow:spring_workflow:spring (100N_500S)	CACHED	0	2021-12-02 10:14:02.816	3m 16s	3m 12s	98.9%	280.2 MB	613 MB	24.5 MB	41.4 KB
153	a5/bb7831	34382	network_inference_workflow:spring_workflow:spring (200N_200S)	CACHED	0	2021-12-02 10:20:56.605	9m 4s	9m	97.9%	438.3 MB	834.7 MB	24.5 MB	115.7 KB
160	c7/f8b8ff	30737	network_inference_workflow:cozine_workflow:cozine (200N_200S)	CACHED	0	2021-12-02 10:14:10.632	1h 1m 48s	1h 1m 44s	65.2%	329.8 MB	713 MB	20 MB	94.2 KB
238	5c/c1b564	27914	network_inference_workflow:cozine_workflow:cozine (200N_500S)	CACHED	0	2021-12-02 10:16:16.046	1h 1m 58s	1h 1m 53s	63.8%	370.6 MB	757.5 MB	20.2 MB	97.5 KB
218	26/56a302	2257	network_inference_workflow:spring_workflow:spring (50N_500S)	CACHED	0	2021-12-02 10:14:03.025	1m 20s	1m 16s	98.3%	253.1 MB	586 MB	24.4 MB	17.5 KB
215	c1/d946c3	5281	network_inference_workflow:spring_workflow:spring (10N_500S)	CACHED	0	2021-12-02 10:14:34.240	31.6s	27.8s	98.9%	244.6 MB	577.7 MB	24.3 MB	8.7 KB
15	57/755b72	24634	network_inference_workflow:harmonies_workflow:harmonies (50N_200S)	CACHED	0	2021-12-02 10:19:50.237	44m 48s	44m 44s	60.2%	300.8 MB	496.9 MB	28.1 MB	9.2 KB
80	3f/548ae5	31857	network_inference_workflow:harmonies_workflow:harmonies (10N_100S)	CACHED	0	2021-12-02 10:14:11.073	2m 23s	2m 19s	98.7%	222.8 MB	416.9 MB	28.1 MB	3.4 KB
229	20/dbfc67	25777	network_inference_workflow:spieceasi_workflow:spieceasi (200N_100S)	CACHED	0	2021-12-02 10:18:34.009	2m 7s	2m 3s	99.1%	392 MB	650.3 MB	19.9 MB	100.7 KB
120	6c/cee5e4	20568	network_inference_workflow:flashweave_workflow:flashweave (25N_500S)	CACHED	0	2021-12-02 10:19:45.397	2m 32s	2m 31s	99.1%	1.4 GB	2.4 GB	178.1 MB	122.7 KB
205	d9/45aee6	2113	network_inference_workflow:harmonies_workflow:harmonies (50N_500S)	CACHED	0	2021-12-02 10:14:02.857	3h 1m 36s	3h 1m 32s	85.5%	289.6 MB	485.9 MB	28.2 MB	9 KB
189	7e/511146	18192	network_inference_workflow:spieceasi_workflow:spieceasi (10N_50S)	CACHED	0	2021-12-02 10:14:55.125	50.2s	46.4s	98.2%	230.4 MB	488.8 MB	19.9 MB	3.2 KB
145	0b/262589	2096	network_inference_workflow:flashweave_workflow:flashweave (25N_100S)	CACHED	0	2021-12-02 10:14:02.840	2m 38s	2m 36s	98.4%	1.3 GB	2.3 GB	178 MB	67.3 KB
94	13/6c7424	18795	network_inference_workflow:spring_workflow:spring (150N_200S)	CACHED	0	2021-12-02 10:15:56.094	5m	4m 56s	98.9%	398.5 MB	731.1 MB	24.4 MB	68.6 KB
207	fe/2005fe	22263	network_inference_workflow:harmonies_workflow:harmonies (25N_200S)	CACHED	0	2021-12-02 10:20:38.946	17m 59s	17m 55s	82.9%	230 MB	424.8 MB	28.1 MB	4.5 KB
88	16/59476f	18078	network_inference_workflow:spieceasi_workflow:spieceasi (25N_50S)	CACHED	0	2021-12-02 10:21:23.861	50.2s	45.7s	98.5%	230.5 MB	488.8 MB	19.9 MB	4.3 KB
174	db/cb1b1f	18342	network_inference_workflow:flashweave_workflow:flashweave (100N_200S)	CACHED	0	2021-12-02 10:18:21.992	2m 31s	2m 31s	98.8%	1.4 GB	2.4 GB	178.2 MB	315.2 KB
29	da/b50d20	32248	network_inference_workflow:spring_workflow:spring (100N_100S)	CACHED	0	2021-12-02 10:23:14.915	2m 25s	2m 20s	98.4%	328.2 MB	661.1 MB	24.3 MB	36 KB
233	6c/ce8057	20364	network_inference_workflow:spring_workflow:spring (200N_500S)	CACHED	0	2021-12-02 10:20:35.028	11m 48s	11m 44s	95.0%	460.3 MB	792.8 MB	24.7 MB	117.6 KB
98	66/d0d0c3	16046	network_inference_workflow:flashweave_workflow:flashweave (150N_200S)	CACHED	0	2021-12-02 10:21:21.481	2m 31s	2m 30s	98.1%	1.3 GB	2.3 GB	178.4 MB	451.9 KB
188	94/fd0786	16580	network_inference_workflow:flashweave_workflow:flashweave (10N_50S)	CACHED	0	2021-12-02 10:15:53.222	2m 29s	2m 28s	98.8%	1.4 GB	2.3 GB	178 MB	31 KB
175	19/5222bb	28690	network_inference_workflow:spieceasi_workflow:spieceasi (100N_200S)	CACHED	0	2021-12-02 10:20:48.311	1m 3s	59s	98.3%	261.2 MB	517.5 MB	19.9 MB	27.1 KB
5	3e/61111c	12042	network_inference_workflow:spieceasi_workflow:spieceasi (50N_200S)	CACHED	0	2021-12-02 10:26:27.858	54.1s	50.3s	98.8%	230 MB	488.2 MB	19.9 MB	9.8 KB
75	71/680a1e	36009	network_inference_workflow:spring_workflow:spring (10N_100S)	CACHED	0	2021-12-02 10:16:37.255	31.3s	27.2s	98.6%	246.6 MB	577.7 MB	24.2 MB	8.6 KB
49	8b/61fe83	2057	network_inference_workflow:spieceasi_workflow:spieceasi (100N_100S)	CACHED	0	2021-12-02 10:14:02.804	1m 10s	1m 6s	98.5%	256.7 MB	514.9 MB	19.9 MB	27.4 KB
65	0b/8f3cc6	2036	network_inference_workflow:spring_workflow:spring (10N_200S)	CACHED	0	2021-12-02 10:14:02.784	33.5s	29.4s	97.5%	244.6 MB	577.7 MB	24.2 MB	8.6 KB
83	1d/8dd111	4973	network_inference_workflow:flashweave_workflow:flashweave (25N_50S)	CACHED	0	2021-12-02 10:26:09.006	2m 25s	2m 24s	99.0%	1.3 GB	2.3 GB	178 MB	56.3 KB
97	87/133d92	34842	network_inference_workflow:cozine_workflow:cozine (150N_200S)	CACHED	0	2021-12-02 10:14:27.156	47m 1s	46m 57s	65.9%	321 MB	706.6 MB	19.9 MB	56.6 KB
109	d9/117bfb	25865	network_inference_workflow:cozine_workflow:cozine (50N_50S)	CACHED	0	2021-12-02 10:16:11.160	3m 53s	3m 49s	98.9%	272.3 MB	659.4 MB	19.8 MB	9.7 KB
84	8b/d10bcc	16020	network_inference_workflow:cozine_workflow:cozine (25N_50S)	CACHED	0	2021-12-02 10:18:18.641	2m 49s	2m 46s	99.0%	272.9 MB	656.3 MB	19.8 MB	4.7 KB
81	73/a1bd45	16138	network_inference_workflow:harmonies_workflow:harmonies (25N_50S)	CACHED	0	2021-12-02 10:14:16.142	1m 30s	1m 27s	98.4%	220.4 MB	416.5 MB	28.1 MB	4.6 KB
156	62/4b00f2	28085	network_inference_workflow:flashweave_workflow:flashweave (200N_200S)	CACHED	0	2021-12-02 10:17:22.604	2m 33s	2m 32s	98.7%	1.4 GB	2.3 GB	178.6 MB	646.9 KB
118	5c/2a4b21	6255	network_inference_workflow:harmonies_workflow:harmonies (25N_500S)	CACHED	0	2021-12-02 10:14:13.216	1h 54m 53s	1h 54m 50s	77.0%	288.1 MB	484.4 MB	28.1 MB	4.6 KB
200	37/e05aa9	6469	network_inference_workflow:spring_workflow:spring (150N_50S)	CACHED	0	2021-12-02 10:21:08.114	5m 10s	5m 7s	98.9%	343.7 MB	676.5 MB	24.3 MB	65.7 KB
115	d1/51d1f2	8048	network_inference_workflow:spieceasi_workflow:spieceasi (25N_500S)	CACHED	0	2021-12-02 10:14:13.932	53.5s	49.9s	98.4%	232.3 MB	490.6 MB	19.9 MB	4.3 KB
66	24/ec0760	13572	network_inference_workflow:cozine_workflow:cozine (10N_200S)	CACHED	0	2021-12-02 10:24:15.898	23.9s	19.5s	97.3%	285.2 MB	670.5 MB	19.8 MB	4.6 KB
150	cc/7e7784	29844	network_inference_workflow:spring_workflow:spring (25N_100S)	CACHED	0	2021-12-02 10:20:50.170	38.9s	34.6s	97.7%	251.1 MB	584 MB	24.3 MB	10.1 KB
62	3b/896133	26056	network_inference_workflow:harmonies_workflow:harmonies (10N_200S)	CACHED	0	2021-12-02 10:19:51.901	7m 26s	7m 22s	98.9%	224.9 MB	421.2 MB	28.1 MB	3.9 KB
212	6e/16cb06	21152	network_inference_workflow:cozine_workflow:cozine (200N_100S)	CACHED	0	2021-12-02 10:22:50.766	39m 48s	39m 43s	61.3%	305.9 MB	691 MB	19.9 MB	91.8 KB
173	dc/d9fbe2	21480	network_inference_workflow:flashweave_workflow:flashweave (150N_50S)	CACHED	0	2021-12-02 10:17:14.233	2m 31s	2m 30s	98.9%	1.4 GB	2.4 GB	178.3 MB	340.1 KB
14	cb/12aa61	30760	network_inference_workflow:spring_workflow:spring (150N_100S)	CACHED	0	2021-12-02 10:21:51.407	4m 30s	4m 26s	98.9%	384.4 MB	713.4 MB	24.4 MB	71 KB
6	80/a8e60b	21652	network_inference_workflow:spring_workflow:spring (200N_50S)	CACHED	0	2021-12-02 10:14:18.244	7m 13s	7m 9s	98.9%	377.3 MB	755.6 MB	24.3 MB	113.4 KB
157	f1/9a8177	2180	network_inference_workflow:spieceasi_workflow:spieceasi (200N_200S)	CACHED	0	2021-12-02 10:14:02.931	2m 22s	2m 18s	98.7%	433.8 MB	692.3 MB	20 MB	100.5 KB
227	4a/92c88b	20058	network_inference_workflow:spring_workflow:spring (10N_50S)	CACHED	0	2021-12-02 10:14:57.174	32.1s	28.5s	98.7%	244.6 MB	577.7 MB	24.2 MB	8.5 KB
142	d7/dbe9e4	28220	network_inference_workflow:spieceasi_workflow:spieceasi (25N_100S)	CACHED	0	2021-12-02 10:27:21.945	50.6s	46.9s	98.3%	232.4 MB	489.1 MB	19.9 MB	4.4 KB
105	a0/62dd14	17697	network_inference_workflow:spieceasi_workflow:spieceasi (50N_50S)	CACHED	0	2021-12-02 10:22:45.400	52.1s	48.6s	98.1%	246.4 MB	503.2 MB	19.9 MB	8.7 KB
21	cf/9e2de1	7617	network_inference_workflow:spieceasi_workflow:spieceasi (100N_50S)	CACHED	0	2021-12-02 10:15:35.588	1m 6s	1m 2s	98.4%	243.4 MB	501.7 MB	19.9 MB	26.7 KB
183	b4/583dc8	2236	network_inference_workflow:flashweave_workflow:flashweave (25N_200S)	CACHED	0	2021-12-02 10:14:02.999	2m 40s	2m 39s	98.1%	1.3 GB	2.3 GB	178 MB	82.9 KB
76	6f/a4d811	29315	network_inference_workflow:cozine_workflow:cozine (10N_100S)	CACHED	0	2021-12-02 10:21:48.226	22.1s	18s	98.0%	276.4 MB	663.7 MB	19.8 MB	4.6 KB
178	ec/3215b4	33519	network_inference_workflow:spieceasi_workflow:spieceasi (10N_500S)	CACHED	0	2021-12-02 10:17:32.733	52.1s	47.4s	98.3%	232.2 MB	490.5 MB	19.9 MB	3.1 KB
224	f7/321ee8	18458	network_inference_workflow:flashweave_workflow:flashweave (200N_100S)	CACHED	0	2021-12-02 10:18:22.179	2m 34s	2m 34s	99.2%	1.4 GB	2.4 GB	178.4 MB	508.4 KB
135	b4/c4dcd1	31027	network_inference_workflow:cozine_workflow:cozine (50N_100S)	CACHED	0	2021-12-02 10:14:10.761	7m 19s	7m 16s	99.1%	282.5 MB	667.5 MB	19.8 MB	9.6 KB
113	7e/745c3f	28782	network_inference_workflow:cozine_workflow:cozine (25N_500S)	CACHED	0	2021-12-02 10:15:05.833	1m 31s	1m 27s	98.2%	291.5 MB	678.8 MB	19.9 MB	14.3 KB
140	93/25a6d5	12309	network_inference_workflow:flashweave_workflow:flashweave (50N_100S)	CACHED	0	2021-12-02 10:14:42.607	2m 33s	2m 32s	98.3%	1.3 GB	2.3 GB	178.1 MB	124.3 KB
104	6d/7b2423	25966	network_inference_workflow:spring_workflow:spring (50N_50S)	CACHED	0	2021-12-02 10:22:57.630	55s	50.5s	98.2%	253.4 MB	646.2 MB	24.2 MB	15.2 KB
10	07/c5e33c	27346	network_inference_workflow:cozine_workflow:cozine (200N_50S)	CACHED	0	2021-12-02 10:25:12.827	20m 14s	20m 10s	69.9%	302.6 MB	690 MB	19.8 MB	183.2 KB
179	02/14617e	6729	network_inference_workflow:spieceasi_workflow:spieceasi (50N_500S)	CACHED	0	2021-12-02 10:17:54.735	54.5s	50.3s	98.8%	232.4 MB	490.6 MB	20 MB	9.4 KB
180	2b/f3ace5	2050	network_inference_workflow:cozine_workflow:cozine (50N_500S)	CACHED	0	2021-12-02 10:14:02.798	5m 1s	4m 57s	99.0%	289.3 MB	676.7 MB	19.9 MB	11 KB
293	00/4118c3	24850	network_inference_workflow:flashweave_workflow:export_gml (100N_50S)	CACHED	0	2021-12-02 11:04:19.285	5.6s	2.2s	27.7%	53.3 MB	258.9 MB	11 MB	70.8 KB
280	1b/36bb2d	22259	network_inference_workflow:flashweave_workflow:export_gml (150N_200S)	CACHED	0	2021-12-02 10:55:03.161	5.8s	2.4s	28.2%	43.6 MB	246.1 MB	11.2 MB	157 KB
279	0e/bb80ee	25222	network_inference_workflow:flashweave_workflow:export_gml (10N_50S)	CACHED	0	2021-12-02 10:39:55.567	5.6s	2.7s	24.0%	45.6 MB	248.1 MB	11 MB	2.2 KB
288	69/4f64e4	32004	network_inference_workflow:flashweave_workflow:export_gml (25N_500S)	CACHED	0	2021-12-02 10:52:49.739	4.6s	1.6s	36.6%	11.1 MB	128.4 MB	11.1 MB	5.9 KB
250	90/780e48	29948	network_inference_workflow:make_network_without_pvalue (10N_500S)	CACHED	0	2021-12-02 10:40:05.705	4s	2.8s	41.9%	72.9 MB	336.9 MB	20.4 MB	6 KB
286	1f/9ced82	22708	network_inference_workflow:flashweave_workflow:export_gml (25N_100S)	CACHED	0	2021-12-02 10:36:04.874	5.1s	2.5s	25.8%	37.6 MB	235 MB	11 MB	5.9 KB
275	93/c8ab14	20255	network_inference_workflow:flashweave_workflow:export_gml (25N_50S)	CACHED	0	2021-12-02 11:04:07.781	5.8s	2.2s	29.2%	51.2 MB	257.1 MB	11 MB	5.9 KB
291	4f/dedc04	5434	network_inference_workflow:flashweave_workflow:export_gml (150N_500S)	CACHED	0	2021-12-02 10:48:29.365	5.3s	2.4s	32.6%	48.2 MB	252 MB	11.4 MB	157.3 KB
256	93/41d22f	10172	network_inference_workflow:flashweave_workflow:export_gml (150N_50S)	CACHED	0	2021-12-02 10:43:29.210	4.3s	1.5s	34.6%	10.3 MB	127.6 MB	11.1 MB	156.9 KB
249	67/47a694	9850	network_inference_workflow:flashweave_workflow:export_gml (200N_100S)	CACHED	0	2021-12-02 10:49:58.505	4.3s	1.5s	41.9%	12.6 MB	130.1 MB	11.1 MB	277.2 KB
269	43/c59459	28417	network_inference_workflow:make_network_without_pvalue (25N_50S)	CACHED	0	2021-12-02 10:50:31.831	5.1s	4s	34.8%	91 MB	418.6 MB	22.1 MB	11.1 KB
270	13/e25422	2688	network_inference_workflow:make_network_without_pvalue (50N_50S)	CACHED	0	2021-12-02 10:45:48.353	5.5s	4.6s	32.1%	92.8 MB	420.5 MB	25.1 MB	20.4 KB
290	d1/72b592	9312	network_inference_workflow:flashweave_workflow:export_gml (10N_100S)	CACHED	0	2021-12-02 10:43:27.448	5.1s	2.5s	22.7%	42.2 MB	244.5 MB	11 MB	2.2 KB
261	c7/62c231	17097	network_inference_workflow:make_network_without_pvalue (10N_50S)	CACHED	0	2021-12-02 10:33:40.786	4.1s	3.2s	40.3%	96.5 MB	423.6 MB	20.4 MB	5.9 KB
262	f7/324d3f	440	network_inference_workflow:make_network_without_pvalue (25N_100S)	CACHED	0	2021-12-02 10:51:48.108	6.5s	5.4s	28.0%	96.4 MB	423.6 MB	22.1 MB	12 KB
259	82/41fce3	9846	network_inference_workflow:make_network_without_pvalue (10N_200S)	CACHED	0	2021-12-02 11:01:28.336	10.6s	5.5s	25.3%	96.3 MB	423.6 MB	20.4 MB	7.3 KB
295	a9/1d36ef	27079	network_inference_workflow:flashweave_workflow:export_gml (200N_50S)	CACHED	0	2021-12-02 10:44:03.532	4.5s	1.7s	35.3%	59.6 MB	265.4 MB	11.1 MB	277.1 KB
277	9f/9825ff	11215	network_inference_workflow:make_network_without_pvalue (50N_200S)	CACHED	0	2021-12-02 11:01:31.334	7.6s	5.8s	25.6%	96.5 MB	423.6 MB	25.1 MB	24.3 KB
258	e0/a40cb7	12460	network_inference_workflow:make_network_without_pvalue (200N_100S)	CACHED	0	2021-12-02 11:14:24.884	10.8s	9.5s	21.1%	99 MB	426.9 MB	42.8 MB	83.5 KB
284	08/bdc2e9	19573	network_inference_workflow:make_network_without_pvalue (25N_50S)	CACHED	0	2021-12-02 10:52:24.410	4s	3.2s	40.8%	96.5 MB	423.6 MB	22.1 MB	10.9 KB
246	20/d96af2	5760	network_inference_workflow:make_network_without_pvalue (200N_50S)	CACHED	0	2021-12-02 11:10:41.741	8.6s	7.8s	32.0%	105.2 MB	432.4 MB	42.9 MB	397.4 KB
289	41/1a8740	15536	network_inference_workflow:flashweave_workflow:export_gml (50N_50S)	CACHED	0	2021-12-02 10:52:15.728	4.8s	1.9s	33.2%	50.8 MB	256.2 MB	11 MB	19 KB
285	68/407582	11853	network_inference_workflow:make_network_without_pvalue (25N_200S)	CACHED	0	2021-12-02 11:08:32.277	5.3s	4.4s	30.9%	96.6 MB	423.6 MB	22.1 MB	11.3 KB
