task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
50	ef/88277b	26360	otu_processing_workflow:normalize_filter (emp:on)	COMPLETED	0	2023-03-02 15:41:18.293	10.3s	9.5s	50.5%	153.4 MB	446.9 MB	24.9 MB	212.2 KB
51	69/95ac8d	26359	otu_processing_workflow:normalize_filter (emp:off)	COMPLETED	0	2023-03-02 15:41:18.284	10.7s	9.9s	49.2%	153.4 MB	446.9 MB	24.9 MB	549.2 KB
53	f3/99a7f3	27481	otu_processing_workflow:group (emp:Genus)	COMPLETED	0	2023-03-02 15:41:21.717	9.1s	8.3s	39.0%	105.8 MB	398.1 MB	31.7 MB	105.6 KB
56	b9/2cb9dc	29484	otu_processing_workflow:biom2tsv (emp)	COMPLETED	0	2023-03-02 15:41:30.829	4.3s	3.4s	43.7%	96.7 MB	391.9 MB	20.2 MB	38 KB
54	68/d58582	29123	otu_processing_workflow:group (emp:Genus)	COMPLETED	0	2023-03-02 15:41:28.613	10s	9.2s	36.7%	103.9 MB	396.8 MB	31.7 MB	94.5 KB
52	4f/dfbecc	27145	otu_processing_workflow:group (emp:Genus)	COMPLETED	0	2023-03-02 15:41:20.560	25.7s	24.9s	37.0%	111.8 MB	404.4 MB	71.4 MB	169 KB
55	99/ba23c9	29171	otu_processing_workflow:group (emp:Genus)	COMPLETED	0	2023-03-02 15:41:29.010	25.8s	25.1s	37.6%	111.6 MB	404.4 MB	71.3 MB	150.4 KB
64	a3/7c7f04	1758	network_inference_workflow:spearman_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:41:46.280	35.5s	31s	16.0%	7.1 MB	299.5 MB	7.1 MB	40.9 MB
62	bd/366cf3	4007	network_inference_workflow:pearson_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:41:54.843	35.1s	30.9s	16.4%	7.1 MB	299.5 MB	7.1 MB	40.9 MB
60	73/eb9f71	13464	network_inference_workflow:propr_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:42:29.927	35.2s	31s	17.0%	7.1 MB	299.5 MB	7.1 MB	40.9 MB
59	70/862cc7	21593	network_inference_workflow:sparcc_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:43:05.169	36.3s	31s	16.8%	7.1 MB	299.5 MB	7.1 MB	40.9 MB
66	f9/944f97	31286	network_inference_workflow:spring_workflow:spring (emp)	COMPLETED	0	2023-03-02 15:41:38.635	2m 10s	1m 52s	57.1%	257.9 MB	591.2 MB	24.2 MB	15.5 KB
43	b7/de3b66	7409	tax_assignment_workflow:blast_workflow:blast (emp:ncbi)	COMPLETED	0	2023-03-02 15:39:41.357	5m 22s	5m 7s	62.4%	668.2 MB	1.1 GB	284 MB	187.8 MB
67	f9/1e8fbd	15779	otu_processing_workflow:biom2tsv (emp)	COMPLETED	0	2023-03-02 15:45:03.839	6.1s	5.3s	43.9%	95 MB	390.2 MB	20.2 MB	27.3 KB
68	6d/167d3c	17045	otu_processing_workflow:biom2tsv (emp)	COMPLETED	0	2023-03-02 15:45:09.912	4.6s	3.7s	47.1%	93.4 MB	388.7 MB	20.3 MB	72.7 KB
69	0b/9ef193	17757	otu_processing_workflow:biom2tsv (emp)	COMPLETED	0	2023-03-02 15:45:14.525	4.6s	3.9s	47.4%	92.1 MB	387.5 MB	20.2 MB	50.1 KB
40	17/32ef21	1043	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (emp:gg_13_8_99)	COMPLETED	0	2023-03-02 15:39:15.436	6m 20s	6m 5s	201.0%	5 GB	9.3 GB	1.7 GB	2 GB
58	f5/b9ff2f	30137	network_inference_workflow:spieceasi_workflow:spieceasi (emp)	COMPLETED	0	2023-03-02 15:43:41.465	2m 17s	1m 59s	61.1%	232.6 MB	489.2 MB	19.9 MB	8.6 KB
65	77/f0a3ef	30718	network_inference_workflow:cozine_workflow:cozine (emp)	COMPLETED	0	2023-03-02 15:41:35.285	6m 53s	6m 34s	56.8%	307.4 MB	690.5 MB	19.8 MB	9.7 KB
61	86/8fdc59	11702	network_inference_workflow:flashweave_workflow:flashweave (emp)	COMPLETED	0	2023-03-02 15:42:21.803	6m 17s	6m 12s	60.1%	1.3 GB	2.3 GB	178 MB	133.2 KB
74	bd/3e81b3	29556	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 15:48:38.310	9.5s	8.7s	28.2%	99.9 MB	394.5 MB	25.8 MB	49 KB
75	60/4f367a	32081	tax_assignment_workflow:blast_workflow:add_md2biom (emp)	COMPLETED	0	2023-03-02 15:48:47.800	40.6s	22.9s	48.6%	120.4 MB	320.8 MB	18.5 MB	4 MB
71	52/2c618c	22039	network_inference_workflow:pearson_workflow:pearson (emp)	COMPLETED	0	2023-03-02 15:45:35.245	3m 55s	3m	96.0%	200.6 MB	1.1 GB	55.6 MB	18.1 MB
85	9f/cf24e2	9287	network_inference_workflow:propr_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:49:30.660	33.7s	29.1s	15.8%	7 MB	299.5 MB	7.1 MB	26.3 MB
76	a7/14ca12	16944	network_inference_workflow:spring_workflow:spring (emp)	COMPLETED	0	2023-03-02 15:50:04.375	1m 44s	1m 28s	50.5%	258.5 MB	587.4 MB	24.3 MB	11.1 KB
73	d2/8f50e1	27701	network_inference_workflow:sparcc_workflow:sparcc (emp)	COMPLETED	0	2023-03-02 15:48:27.978	3m 22s	2m 40s	67.1%	18.2 MB	263.8 MB	72.9 MB	98.1 MB
80	fb/277cb1	31961	network_inference_workflow:sparcc_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:51:48.832	33.3s	28.6s	15.2%	7 MB	299.5 MB	7.1 MB	26.3 MB
72	e5/3bb0eb	27301	network_inference_workflow:propr_workflow:propr (emp)	COMPLETED	0	2023-03-02 15:45:58.900	6m 33s	5m 29s	95.5%	352 MB	924.1 MB	57 MB	42.7 MB
79	1b/90d83d	9011	network_inference_workflow:cozine_workflow:cozine (emp)	COMPLETED	0	2023-03-02 15:49:28.386	3m 20s	3m 1s	52.5%	317.4 MB	702.6 MB	19.8 MB	6 KB
77	d1/5fc19b	8604	network_inference_workflow:spearman_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:52:48.093	32.8s	28.4s	15.2%	7 MB	299.5 MB	7.1 MB	26.3 MB
82	9e/a4c9b6	6294	network_inference_workflow:spieceasi_workflow:spieceasi (emp)	COMPLETED	0	2023-03-02 15:52:32.035	1m 52s	1m 37s	55.3%	230.9 MB	489.2 MB	19.9 MB	5.4 KB
84	08/0fc470	18959	network_inference_workflow:pearson_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:54:24.291	32.3s	28s	15.2%	7 MB	299.5 MB	7.1 MB	26.3 MB
89	c4/469c28	22860	network_inference_workflow:sparcc_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:54:56.627	37.8s	33.8s	22.9%	7.1 MB	299.5 MB	7.2 MB	89.6 MB
88	a4/0c08c6	27302	network_inference_workflow:propr_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:55:34.434	40.1s	35.7s	21.4%	7.1 MB	299.5 MB	7.2 MB	89.6 MB
91	3f/dfd527	32087	network_inference_workflow:spearman_workflow:resample (emp)	COMPLETED	0	2023-03-02 15:56:14.550	38.5s	34.5s	21.5%	7.1 MB	299.5 MB	7.2 MB	89.6 MB
78	6b/adb533	5064	network_inference_workflow:flashweave_workflow:flashweave (emp)	COMPLETED	0	2023-03-02 15:52:22.090	6m	5m 55s	54.2%	1.4 GB	2.3 GB	178 MB	92.7 KB
57	01/aa2317	30722	network_inference_workflow:harmonies_workflow:harmonies (emp)	COMPLETED	0	2023-03-02 15:41:35.295	18m 16s	17m 58s	56.2%	283.1 MB	477.7 MB	28.1 MB	9 KB
29	cf/1fd7ab	32307	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (emp:gg_13_8_99)	COMPLETED	0	2023-03-02 15:36:10.592	23m 57s	23m 54s	241.6%	12.1 GB	16.4 GB	1.9 GB	2.1 GB
11	65/6f8c2b	28405	denoise_cluster_workflow:dada2_workflow:dada2_paired (emp-run1)	COMPLETED	0	2023-03-02 14:35:23.128	1h 24m 49s	1h 24m 42s	89.7%	1.5 GB	2 GB	1.3 GB	5.8 MB
70	f1/f14034	19109	network_inference_workflow:spearman_workflow:spearman (emp)	COMPLETED	0	2023-03-02 15:45:19.175	15m 12s	14m 15s	104.0%	205.8 MB	1.2 GB	55.6 MB	17.8 MB
86	cc/b9acc6	20197	network_inference_workflow:pearson_workflow:resample (emp)	COMPLETED	0	2023-03-02 16:00:11.949	40s	36s	20.8%	7.1 MB	299.5 MB	7.2 MB	89.6 MB
90	80/82f53a	19684	network_inference_workflow:spieceasi_workflow:spieceasi (emp)	COMPLETED	0	2023-03-02 16:00:08.050	2m 11s	1m 55s	61.4%	327.7 MB	586 MB	19.9 MB	32.7 KB
98	0d/1ba000	1333	network_inference_workflow:sparcc_workflow:resample (emp)	COMPLETED	0	2023-03-02 16:02:18.685	36.4s	32.4s	18.0%	7.1 MB	299.5 MB	7.1 MB	58.4 MB
96	7a/abac1c	5566	network_inference_workflow:pearson_workflow:resample (emp)	COMPLETED	0	2023-03-02 16:02:55.056	36.6s	32.7s	17.8%	7.1 MB	299.5 MB	7.1 MB	58.4 MB
102	56/9e01ed	9703	network_inference_workflow:propr_workflow:resample (emp)	COMPLETED	0	2023-03-02 16:03:31.693	36.7s	32.6s	17.9%	7.1 MB	299.5 MB	7.1 MB	58.4 MB
87	2f/a7cdb0	23214	network_inference_workflow:flashweave_workflow:flashweave (emp)	COMPLETED	0	2023-03-02 16:00:30.972	4m 52s	4m 49s	62.1%	1.3 GB	2.3 GB	178.2 MB	312.6 KB
83	21/8850fd	12878	network_inference_workflow:harmonies_workflow:harmonies (emp)	COMPLETED	0	2023-03-02 15:53:20.862	12m 7s	11m 51s	60.3%	227.4 MB	423.5 MB	28.1 MB	5.4 KB
101	71/7b281d	19889	network_inference_workflow:spearman_workflow:resample (emp)	COMPLETED	0	2023-03-02 16:05:23.272	36.6s	32.7s	17.9%	7.1 MB	299.5 MB	7.1 MB	58.4 MB
94	30/5bd2a2	26077	network_inference_workflow:spring_workflow:spring (emp)	COMPLETED	0	2023-03-02 16:00:51.942	5m 54s	5m 39s	64.4%	336.3 MB	728.9 MB	24.4 MB	41.8 KB
104	da/71bbe8	13740	network_inference_workflow:flashweave_workflow:flashweave (emp)	COMPLETED	0	2023-03-02 16:04:08.410	4m 36s	4m 33s	65.6%	1.5 GB	2.4 GB	178.1 MB	207.6 KB
103	72/286699	20245	network_inference_workflow:spring_workflow:spring (emp)	COMPLETED	0	2023-03-02 16:05:27.742	3m 33s	3m 18s	61.2%	301.6 MB	694.7 MB	24.3 MB	23.5 KB
92	34/01b9aa	17825	network_inference_workflow:cozine_workflow:cozine (emp)	COMPLETED	0	2023-03-02 15:59:51.776	10m 29s	10m 14s	64.2%	313.3 MB	698.5 MB	19.9 MB	33 KB
97	e8/ffacdb	5860	network_inference_workflow:spieceasi_workflow:spieceasi (emp)	COMPLETED	0	2023-03-02 16:08:44.863	1m 48s	1m 32s	61.5%	235.1 MB	491.4 MB	19.9 MB	16.2 KB
107	1f/709a4b	14659	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:10:32.500	7.2s	6.4s	27.7%	99.4 MB	394.2 MB	25.8 MB	43.6 KB
108	44/0c62d2	15349	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:10:39.751	4.6s	3.7s	46.1%	99.4 MB	394.2 MB	25.8 MB	43.7 KB
106	3b/9122ce	13407	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (emp)	COMPLETED	0	2023-03-02 16:10:21.248	31.6s	15.6s	54.3%	119.7 MB	320.3 MB	18.5 MB	3.8 MB
109	87/e09f59	16092	network_inference_workflow:flashweave_workflow:export_gml (emp)	COMPLETED	0	2023-03-02 16:10:44.336	15.1s	11.2s	10.1%	52.5 MB	258.6 MB	11 MB	18 KB
110	44/035504	16665	otu_processing_workflow:fork (emp)	COMPLETED	0	2023-03-02 16:10:52.817	6.8s	6s	57.1%	172.9 MB	466.2 MB	26 MB	4 MB
99	8a/e1050f	29070	network_inference_workflow:cozine_workflow:cozine (emp)	COMPLETED	0	2023-03-02 16:06:45.845	6m	5m 44s	63.6%	323.7 MB	706.7 MB	19.8 MB	16.9 KB
113	49/e4ce6e	31475	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:12:45.476	5.2s	4.2s	41.1%	99.7 MB	394.5 MB	23.5 MB	33.4 KB
111	f2/5533ad	17552	network_inference_workflow:pearson_workflow:pvalues (emp)	COMPLETED	0	2023-03-02 16:10:59.454	2m 1s	1m 12s	10.6%	7.3 MB	299.6 MB	23.5 MB	383.5 KB
114	e5/06f339	32575	network_inference_workflow:sparcc_workflow:pvalues (emp)	COMPLETED	0	2023-03-02 16:12:50.697	2m 4s	1m 14s	9.9%	7.3 MB	299.6 MB	23.3 MB	383.5 KB
115	10/26d88f	1443	network_inference_workflow:sparcc_workflow:sparcc (emp)	COMPLETED	0	2023-03-02 16:13:00.976	2m 31s	1m 41s	57.2%	16.3 MB	262 MB	58.2 MB	69.9 MB
117	5b/213390	25449	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:15:31.820	7.1s	6.1s	27.9%	99.5 MB	394.2 MB	23.5 MB	32.7 KB
112	6d/692b71	17571	network_inference_workflow:propr_workflow:propr (emp)	COMPLETED	0	2023-03-02 16:10:59.659	4m 54s	3m 53s	103.0%	327.6 MB	898.8 MB	42.5 MB	16.9 MB
119	d1/eee74d	28328	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:15:53.393	4s	3.2s	49.8%	99.3 MB	394.2 MB	23.5 MB	32.7 KB
116	2f/879dc6	19619	network_inference_workflow:propr_workflow:pvalues (emp)	COMPLETED	0	2023-03-02 16:14:54.372	2m 3s	1m 14s	10.3%	7.3 MB	299.6 MB	48.4 MB	383.5 KB
120	f4/47e662	28995	network_inference_workflow:pearson_workflow:pearson (emp)	COMPLETED	0	2023-03-02 16:15:57.434	2m 12s	1m 15s	97.1%	200.6 MB	1.1 GB	41.1 MB	7.6 MB
118	80/ac61de	26303	network_inference_workflow:spearman_workflow:spearman (emp)	COMPLETED	0	2023-03-02 16:15:38.921	6m 17s	5m 22s	103.0%	201.1 MB	1.2 GB	41.1 MB	7.5 MB
121	3e/b86a02	6597	network_inference_workflow:sparcc_workflow:sparcc (emp)	COMPLETED	0	2023-03-02 16:16:57.549	7m 17s	6m 30s	87.9%	17.8 MB	423.9 MB	121.7 MB	249.6 MB
124	66/93cb1c	21965	network_inference_workflow:flashweave_workflow:export_gml (emp)	COMPLETED	0	2023-03-02 16:24:14.172	6.4s	2.3s	36.3%	40.7 MB	239.3 MB	11 MB	8.1 KB
125	44/224175	22774	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:24:20.543	7s	6.1s	28.7%	99.6 MB	394.2 MB	25.8 MB	44.7 KB
122	52/2a6389	15508	network_inference_workflow:propr_workflow:propr (emp)	COMPLETED	0	2023-03-02 16:18:09.471	7m 33s	6m 33s	102.9%	381.8 MB	958.6 MB	105.9 MB	232 MB
126	e0/c0125c	23298	tax_assignment_workflow:naive_bayes_workflow:add_md2biom (emp)	COMPLETED	0	2023-03-02 16:24:27.516	1m 21s	1m 5s	55.9%	294.2 MB	493.9 MB	28.5 MB	17.5 MB
127	84/95b16d	29397	denoise_cluster_workflow:dada2_workflow:make_biom_repseqs (emp-run1)	COMPLETED	0	2023-03-02 16:25:42.641	18.8s	3.3s	41.6%	119.8 MB	598.4 MB	19.9 MB	6.7 MB
128	60/dab504	29778	network_inference_workflow:spearman_workflow:pvalues (emp)	COMPLETED	0	2023-03-02 16:25:48.112	2m	1m 10s	10.5%	7.3 MB	299.6 MB	23.3 MB	383.5 KB
130	7f/1a2f0a	13035	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:27:47.751	6.7s	5.8s	33.3%	100.5 MB	396 MB	33.9 MB	132.4 KB
100	e6/16b96c	24810	network_inference_workflow:harmonies_workflow:harmonies (emp)	COMPLETED	0	2023-03-02 16:05:59.861	26m 21s	26m 6s	61.0%	280 MB	474.4 MB	28.1 MB	17.8 KB
131	19/244ab3	13846	network_inference_workflow:sparcc_workflow:sparcc (emp)	COMPLETED	0	2023-03-02 16:27:54.502	4m 34s	3m 48s	74.7%	16.3 MB	262 MB	90.4 MB	140.2 MB
95	3d/640216	11293	network_inference_workflow:harmonies_workflow:harmonies (emp)	COMPLETED	0	2023-03-02 15:58:21.650	36m 21s	36m 6s	61.9%	403.8 MB	600.1 MB	28.1 MB	36.1 KB
134	f3/355360	25748	network_inference_workflow:flashweave_workflow:export_gml (emp)	COMPLETED	0	2023-03-02 16:34:42.495	6.3s	2.3s	36.3%	41.6 MB	243.4 MB	11.1 MB	89.1 KB
135	f7/debf12	26644	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:34:48.779	6.7s	5.7s	31.2%	99.7 MB	394.5 MB	23.5 MB	32.2 KB
81	27/6aa138	32219	network_inference_workflow:mldm_workflow:mldm (emp)	COMPLETED	0	2023-03-02 15:51:50.366	46m 51s	46m 34s	60.9%	347.2 MB	664.8 MB	27.5 MB	62.4 KB
133	5f/9c4e45	10294	network_inference_workflow:propr_workflow:propr (emp)	COMPLETED	0	2023-03-02 16:32:28.844	6m 15s	5m 17s	99.9%	370.6 MB	941.6 MB	74.6 MB	96 MB
33	4a/b5d135	5175	tax_assignment_workflow:blast_workflow:blast (emp:ncbi)	COMPLETED	0	2023-03-02 15:36:22.114	1h 2m 27s	1h 2m 22s	63.7%	1 GB	1.4 GB	416.4 MB	299.1 MB
138	94/02197d	17114	network_inference_workflow:flashweave_workflow:export_gml (emp)	COMPLETED	0	2023-03-02 16:38:43.511	7s	2.4s	34.9%	42.5 MB	244.8 MB	11.1 MB	38.1 KB
137	22/22dad7	16771	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:38:40.952	10.2s	9.3s	24.3%	100 MB	395.7 MB	33.9 MB	145.3 KB
139	7c/18b053	17775	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:38:48.690	5.4s	4.5s	40.1%	100.1 MB	395.2 MB	28.8 MB	110.2 KB
140	8c/e6f05c	18065	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:38:50.499	5.2s	4.4s	42.3%	100.4 MB	395.7 MB	33.9 MB	124.3 KB
141	42/634165	18194	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:38:51.172	5.1s	4.1s	42.7%	99.6 MB	394.7 MB	28.8 MB	103.8 KB
143	4f/6a655b	18670	network_inference_workflow:make_network_without_pvalue (emp)	COMPLETED	0	2023-03-02 16:38:55.698	4.7s	3.7s	42.8%	99.3 MB	394.5 MB	25.9 MB	43.1 KB
