task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	07/d71db9	4746	sequence_processing_paired_workflow:demultiplexing_paired_workflow:import_sequences_paired (fmt-run3)	CACHED	0	2022-03-29 03:23:48.594	3m 4s	2m 54s	74.1%	187.3 MB	523 MB	10.3 GB	5.1 GB
1	b6/de5f5b	4740	sequence_processing_paired_workflow:demultiplexing_paired_workflow:import_sequences_paired (fmt-run2)	CACHED	0	2022-03-29 03:23:48.586	4m 1s	3m 50s	80.1%	187.2 MB	523 MB	14.7 GB	7.3 GB
3	b9/346f95	4737	sequence_processing_paired_workflow:demultiplexing_paired_workflow:import_sequences_paired (fmt-run4)	CACHED	0	2022-03-29 03:23:48.577	5m 45s	5m 35s	87.2%	187.2 MB	523 MB	24.4 GB	12.2 GB
5	e6/439ea0	21456	sequence_processing_paired_workflow:demultiplexing_paired_workflow:demultiplexing_illumina_paired (fmt-run4)	CACHED	0	2022-03-29 03:29:33.881	14m 3s	14m 1s	99.0%	204.1 MB	538.9 MB	13.5 GB	8 GB
6	4d/fbe0b4	16837	sequence_processing_paired_workflow:demultiplexing_paired_workflow:demultiplexing_illumina_paired (fmt-run2)	CACHED	0	2022-03-29 03:27:49.326	44m 1s	43m 54s	99.0%	283.1 MB	617.9 MB	10.6 GB	7.1 GB
4	e6/996344	13943	sequence_processing_paired_workflow:demultiplexing_paired_workflow:demultiplexing_illumina_paired (fmt-run3)	CACHED	0	2022-03-29 03:26:52.669	23m 42s	23m 40s	98.4%	273.1 MB	607.9 MB	7.1 GB	4.6 GB
9	48/e3503c	3825	sequence_processing_paired_workflow:demultiplexing_paired_workflow:export_sequences (fmt-run4)	CACHED	0	2022-03-29 03:43:37.220	12.7s	8.9s	52.0%	186 MB	522.1 MB	406.1 MB	366.1 MB
10	20/a8ab39	5283	sequence_processing_paired_workflow:trimming_paired_workflow:import_sequences_paired (fmt-run4)	CACHED	0	2022-03-29 03:43:49.967	22.5s	19.6s	96.5%	187.3 MB	523.1 MB	1.2 GB	549.1 MB
11	dc/5a00e2	6879	sequence_processing_paired_workflow:trimming_paired_workflow:export_visualization_paired (fmt-run4)	CACHED	0	2022-03-29 03:44:12.467	26s	23.5s	95.9%	276.6 MB	627.6 MB	601.1 MB	185.7 MB
12	79/f65d6d	8128	sequence_processing_paired_workflow:trimming_paired_workflow:quality_analysis_paired (fmt-run4)	CACHED	0	2022-03-29 03:44:38.550	6.3s	3.6s	6.2%	17.8 MB	137.7 MB	4 MB	1.4 KB
13	07/193921	9011	sequence_processing_paired_workflow:trimming_paired_workflow:trimming_paired (fmt-run4)	CACHED	0	2022-03-29 03:44:44.867	53s	50.2s	485.3%	7.6 GB	10.1 GB	220.7 MB	178.6 MB
8	a8/0950b3	9380	sequence_processing_paired_workflow:demultiplexing_paired_workflow:export_sequences (fmt-run3)	CACHED	0	2022-03-29 03:50:35.087	9.8s	7s	81.3%	186.1 MB	522.1 MB	783.5 MB	743.3 MB
7	22/b584f5	25024	sequence_processing_paired_workflow:demultiplexing_paired_workflow:export_sequences (fmt-run2)	CACHED	0	2022-03-29 04:11:50.208	12.1s	9.2s	81.6%	186.1 MB	522.1 MB	1.4 GB	1.3 GB
14	92/77624c	11840	denoise_cluster_workflow:dada2_workflow:dada2_paired (fmt-run4)	CACHED	0	2022-03-29 03:45:37.940	29m 59s	29m 53s	99.8%	1.6 GB	1.9 GB	490.1 MB	2.8 MB
16	10/512153	11865	denoise_cluster_workflow:deblur_workflow:deblur (fmt-run4)	CACHED	0	2022-03-29 03:45:38.028	15m 27s	15m 24s	99.0%	912 MB	1.4 GB	2.5 GB	1.2 GB
21	5b/7e6169	3919	denoise_cluster_workflow:dada2_workflow:make_biom_repseqs (fmt-run4)	CACHED	0	2022-03-29 04:15:36.712	10.6s	8.1s	14.7%	74.1 MB	494 MB	16.9 MB	5.2 MB
15	9e/e5b031	11859	denoise_cluster_workflow:open_reference_workflow:join_reads (fmt-run4)	CACHED	0	2022-03-29 03:45:38.003	1m 34s	1m 31s	96.9%	190 MB	529.6 MB	2.7 GB	1.8 GB
17	67/eee90c	11848	denoise_cluster_workflow:de_novo_workflow:join_reads (fmt-run4)	CACHED	0	2022-03-29 03:45:37.978	1m 34s	1m 31s	96.7%	190 MB	529.6 MB	2.7 GB	1.8 GB
18	ee/bd4514	11843	denoise_cluster_workflow:closed_reference_workflow:join_reads (fmt-run4)	CACHED	0	2022-03-29 03:45:37.964	1m 34s	1m 31s	96.6%	189.8 MB	529.6 MB	2.7 GB	1.8 GB
22	0c/3f55fc	24452	denoise_cluster_workflow:de_novo_workflow:fastq2fasta (fmt-run4)	CACHED	0	2022-03-29 03:47:12.512	10.8s	7.9s	77.7%	14.1 MB	254.6 MB	499.3 MB	813.1 MB
24	a2/37c935	24386	denoise_cluster_workflow:closed_reference_workflow:fastq2fasta (fmt-run4)	CACHED	0	2022-03-29 03:47:12.265	10.9s	7.8s	80.1%	9.4 MB	135 MB	499.3 MB	813.1 MB
23	77/40dcc9	24424	denoise_cluster_workflow:open_reference_workflow:fastq2fasta (fmt-run4)	CACHED	0	2022-03-29 03:47:12.362	10.9s	7.9s	77.7%	14.1 MB	254.4 MB	499.3 MB	813.1 MB
26	78/f44779	28070	denoise_cluster_workflow:closed_reference_workflow:closed_reference (fmt-run4:gg_97)	CACHED	0	2022-03-29 03:47:23.249	37m 12s	37m 10s	99.6%	924.9 MB	1.3 GB	3.9 GB	1.9 GB
27	18/0f4d46	28082	denoise_cluster_workflow:open_reference_workflow:open_reference (fmt-run4:gg_97)	CACHED	0	2022-03-29 03:47:23.330	43m 47s	43m 44s	99.6%	991.9 MB	1.3 GB	5.7 GB	2.8 GB
25	f1/c9de37	28080	denoise_cluster_workflow:de_novo_workflow:de_novo (fmt-run4)	CACHED	0	2022-03-29 03:47:23.325	10m 23s	10m 20s	98.9%	946.9 MB	1.3 GB	3.5 GB	1.7 GB
19	a0/b3b789	11362	sequence_processing_paired_workflow:trimming_paired_workflow:import_sequences_paired (fmt-run3)	CACHED	0	2022-03-29 03:50:45.010	49.3s	45.4s	96.2%	188.1 MB	523.6 MB	3 GB	1.1 GB
28	25/e8f77a	17172	sequence_processing_paired_workflow:trimming_paired_workflow:export_visualization_paired (fmt-run3)	CACHED	0	2022-03-29 03:51:34.312	53s	50.2s	98.9%	274.9 MB	627.9 MB	1.1 GB	374.4 MB
29	e3/79602a	22678	sequence_processing_paired_workflow:trimming_paired_workflow:quality_analysis_paired (fmt-run3)	CACHED	0	2022-03-29 03:52:27.340	3s	240ms	84.6%	6.9 MB	125.5 MB	4 MB	1.4 KB
20	8c/4cddd5	26895	sequence_processing_paired_workflow:trimming_paired_workflow:import_sequences_paired (fmt-run2)	CACHED	0	2022-03-29 04:12:02.399	1m 25s	1m 21s	97.1%	188.2 MB	523.6 MB	5 GB	2 GB
31	4d/2db8c6	31960	sequence_processing_paired_workflow:trimming_paired_workflow:export_visualization_paired (fmt-run2)	CACHED	0	2022-03-29 04:13:27.458	1m 32s	1m 29s	98.8%	287.7 MB	640.8 MB	2.1 GB	687.5 MB
32	f9/017e6b	36116	sequence_processing_paired_workflow:trimming_paired_workflow:quality_analysis_paired (fmt-run2)	CACHED	0	2022-03-29 04:14:59.547	3.2s	251ms	80.8%	6.9 MB	125.5 MB	4 MB	1.5 KB
30	8d/aed8db	23502	sequence_processing_paired_workflow:trimming_paired_workflow:trimming_paired (fmt-run3)	CACHED	0	2022-03-29 03:52:30.447	1m 43s	1m 40s	623.8%	7 GB	10.5 GB	423.1 MB	371.9 MB
35	48/8fd5df	498	denoise_cluster_workflow:dada2_workflow:dada2_paired (fmt-run3)	CACHED	0	2022-03-29 03:54:13.932	27m 44s	27m 40s	100.0%	1.5 GB	2 GB	854.4 MB	9.3 MB
39	3c/bbe564	11217	denoise_cluster_workflow:dada2_workflow:make_biom_repseqs (fmt-run3)	CACHED	0	2022-03-29 04:21:57.984	3.8s	1.3s	88.2%	128.3 MB	605.1 MB	23.4 MB	9.2 MB
38	fd/0fe486	512	denoise_cluster_workflow:deblur_workflow:deblur (fmt-run3)	CACHED	0	2022-03-29 03:54:13.969	37m 30s	37m 26s	98.1%	912.5 MB	1.4 GB	5.9 GB	2.4 GB
33	52/b092b1	358	sequence_processing_paired_workflow:trimming_paired_workflow:trimming_paired (fmt-run2)	CACHED	0	2022-03-29 04:15:02.850	2m 39s	2m 35s	690.8%	7.5 GB	10.8 GB	738.3 MB	690 MB
43	ec/8b91e9	13854	denoise_cluster_workflow:dada2_workflow:dada2_paired (fmt-run2)	CACHED	0	2022-03-29 04:17:41.505	51m 59s	51m 55s	100.0%	1.5 GB	2 GB	1.5 GB	15.4 MB
45	5b/80d02a	16424	denoise_cluster_workflow:dada2_workflow:make_biom_repseqs (fmt-run2)	CACHED	0	2022-03-29 05:09:40.324	4s	1.4s	85.3%	136.2 MB	620.2 MB	29.5 MB	14.3 MB
40	99/3ad943	16393	denoise_cluster_workflow:deblur_workflow:deblur (fmt-run2)	CACHED	0	2022-03-29 06:17:53.394	1h 27m 33s	1h 27m 25s	70.1%	905.8 MB	1.4 GB	9 GB	3.9 GB
37	ec/286719	531	denoise_cluster_workflow:de_novo_workflow:join_reads (fmt-run3)	CACHED	0	2022-03-29 03:54:13.986	3m 35s	3m 31s	97.3%	192.9 MB	669.8 MB	6.5 GB	4.2 GB
34	98/42331c	501	denoise_cluster_workflow:open_reference_workflow:join_reads (fmt-run3)	CACHED	0	2022-03-29 03:54:13.951	3m 35s	3m 31s	97.0%	192.9 MB	669.8 MB	6.5 GB	4.2 GB
36	f4/d38679	543	denoise_cluster_workflow:closed_reference_workflow:join_reads (fmt-run3)	CACHED	0	2022-03-29 03:54:14.014	3m 35s	3m 31s	97.0%	192.8 MB	669.8 MB	6.5 GB	4.2 GB
46	cc/962524	36058	denoise_cluster_workflow:de_novo_workflow:fastq2fasta (fmt-run3)	CACHED	0	2022-03-29 03:57:49.202	24.5s	20.6s	80.9%	9.5 MB	135 MB	1.3 GB	2.2 GB
47	38/7134af	36082	denoise_cluster_workflow:open_reference_workflow:fastq2fasta (fmt-run3)	CACHED	0	2022-03-29 03:57:49.409	24.3s	20.7s	81.2%	9.4 MB	135 MB	1.3 GB	2.2 GB
49	0d/0de188	6107	denoise_cluster_workflow:de_novo_workflow:de_novo (fmt-run3)	CACHED	0	2022-03-29 03:58:13.759	24m 3s	24m	99.2%	1.6 GB	2.1 GB	8.4 GB	4.2 GB
50	91/3b6571	16400	denoise_cluster_workflow:open_reference_workflow:open_reference (fmt-run3:gg_97)	CACHED	0	2022-03-29 06:17:53.971	1h 56m 57s	1h 56m 51s	75.7%	1.8 GB	2.1 GB	12.1 GB	6 GB
44	71/5d0817	13874	denoise_cluster_workflow:closed_reference_workflow:join_reads (fmt-run2)	CACHED	0	2022-03-29 04:17:41.580	6m 11s	6m 7s	97.2%	193 MB	669.9 MB	11.4 GB	7.6 GB
48	9b/33d548	36088	denoise_cluster_workflow:closed_reference_workflow:fastq2fasta (fmt-run3)	CACHED	0	2022-03-29 03:57:49.571	23.7s	20.2s	82.8%	9.4 MB	135 MB	1.3 GB	2.2 GB
42	dd/ec9ec7	13859	denoise_cluster_workflow:de_novo_workflow:join_reads (fmt-run2)	CACHED	0	2022-03-29 04:17:41.526	6m 11s	6m 6s	97.4%	193 MB	669.8 MB	11.4 GB	7.6 GB
52	68/d325ca	6036	denoise_cluster_workflow:closed_reference_workflow:closed_reference (fmt-run3:gg_97)	CACHED	0	2022-03-29 03:58:13.358	1h 8m 23s	1h 8m 20s	99.7%	1.6 GB	2.1 GB	9.3 GB	4.4 GB
41	0c/af3a2e	13868	denoise_cluster_workflow:open_reference_workflow:join_reads (fmt-run2)	CACHED	0	2022-03-29 04:17:41.549	6m 10s	6m 6s	97.3%	193 MB	669.9 MB	11.4 GB	7.6 GB
51	8d/3fa1dc	23538	denoise_cluster_workflow:closed_reference_workflow:fastq2fasta (fmt-run2)	CACHED	0	2022-03-29 04:23:52.809	42.1s	38.4s	77.5%	9.5 MB	135 MB	2.3 GB	3.9 GB
55	9b/c89cd4	16410	denoise_cluster_workflow:closed_reference_workflow:closed_reference (fmt-run2:gg_97)	CACHED	0	2022-03-29 06:17:54.222	2h 48m 51s	2h 48m 46s	78.0%	2.8 GB	3.4 GB	16.2 GB	7.7 GB
53	c6/97c2fd	23516	denoise_cluster_workflow:de_novo_workflow:fastq2fasta (fmt-run2)	CACHED	0	2022-03-29 04:23:52.360	42.6s	38.6s	77.9%	9.4 MB	135 MB	2.3 GB	3.9 GB
54	07/bf8088	23409	denoise_cluster_workflow:open_reference_workflow:fastq2fasta (fmt-run2)	CACHED	0	2022-03-29 04:23:51.867	43s	38.6s	77.4%	9.5 MB	135 MB	2.3 GB	3.9 GB
56	20/9d51e6	16413	denoise_cluster_workflow:de_novo_workflow:de_novo (fmt-run2)	CACHED	0	2022-03-29 06:17:54.231	2h 7m 25s	2h 7m 19s	75.0%	2.8 GB	3.4 GB	14.8 GB	7.4 GB
57	51/32edaf	16421	denoise_cluster_workflow:open_reference_workflow:open_reference (fmt-run2:gg_97)	CACHED	0	2022-03-29 06:17:54.256	3h 31m 50s	3h 31m 45s	76.9%	2.9 GB	3.4 GB	21 GB	10.5 GB
62	25/7f6997	23014	denoise_cluster_workflow:open_reference_workflow:hash_otutables (fmt)	CACHED	0	2022-03-29 10:01:16.200	34.7s	21s	74.9%	3.2 GB	3.4 GB	130.8 MB	103.9 MB
60	5a/f26d4e	18792	denoise_cluster_workflow:de_novo_workflow:hash_otutables (fmt)	CACHED	0	2022-03-29 09:13:45.544	31.1s	17.3s	82.0%	3.1 GB	3.3 GB	129 MB	102.5 MB
61	f8/7cb96f	17087	denoise_cluster_workflow:deblur_workflow:hash_otutables (fmt)	CACHED	0	2022-03-29 08:12:18.791	19.2s	4.4s	36.4%	89.3 MB	296.7 MB	21.5 MB	3.2 MB
59	33/2928fb	26701	denoise_cluster_workflow:closed_reference_workflow:hash_otutables (fmt)	CACHED	0	2022-03-29 09:47:48.190	21s	5s	39.0%	280.2 MB	485.8 MB	26.8 MB	7.2 MB
58	c2/c7c76d	17255	denoise_cluster_workflow:dada2_workflow:hash_seqtables (fmt)	CACHED	0	2022-03-29 05:09:44.412	5.6s	3.2s	89.0%	502.8 MB	972.4 MB	50 MB	14.7 MB
65	08/4cf2c4	15568	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (fmt)	CACHED	0	2022-03-29 09:51:09.696	1m 30s	1m 16s	61.0%	1.1 GB	1.6 GB	119.8 MB	470.4 MB
66	13/03ffe7	16073	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (fmt)	CACHED	0	2022-03-29 08:22:35.995	20.5s	6.7s	41.6%	151.6 MB	621.3 MB	20.7 MB	17.6 MB
63	36/8a37f3	13813	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (fmt)	CACHED	0	2022-03-29 11:49:34.700	54.5s	48.9s	91.2%	1.1 GB	1.6 GB	121.1 MB	474.2 MB
70	4e/834284	18156	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (fmt)	CACHED	0	2022-03-29 05:09:50.091	9.5s	7s	98.4%	258.6 MB	728.2 MB	31.9 MB	65.9 MB
69	9f/17e31d	5736	denoise_cluster_workflow:remove_bimera_workflow:create_seqtable (fmt)	CACHED	0	2022-03-29 10:00:28.715	19.9s	6.7s	49.8%	173 MB	642.8 MB	24.5 MB	25.6 MB
64	c2/90124a	13683	denoise_cluster_workflow:uchime_workflow:import_files (fmt)	CACHED	0	2022-03-29 11:49:33.119	34.5s	27.8s	70.7%	239 MB	574.6 MB	580.7 MB	132.5 MB
67	8c/0eaa81	17905	denoise_cluster_workflow:uchime_workflow:import_files (fmt)	CACHED	0	2022-03-29 09:51:14.876	48.9s	35.1s	55.4%	238.6 MB	574.3 MB	574.4 MB	130.3 MB
71	e2/0812e5	18157	denoise_cluster_workflow:uchime_workflow:import_files (fmt)	CACHED	0	2022-03-29 05:09:50.095	13s	10.1s	90.9%	193.4 MB	529.1 MB	150.8 MB	18.5 MB
68	5f/d365dc	23565	denoise_cluster_workflow:uchime_workflow:import_files (fmt)	CACHED	0	2022-03-29 08:22:53.896	36.3s	21.9s	44.0%	187.1 MB	522 MB	95.4 MB	4.8 MB
72	ea/664ab2	13093	denoise_cluster_workflow:uchime_workflow:import_files (fmt)	CACHED	0	2022-03-29 10:00:48.608	35.8s	21.3s	42.5%	187.1 MB	522 MB	113.4 MB	10.4 MB
75	9f/e02db9	20314	denoise_cluster_workflow:uchime_workflow:uchime (fmt)	CACHED	0	2022-03-29 10:52:52.359	23m 21s	23m 9s	93.0%	619.9 MB	1.1 GB	1.3 GB	903.8 MB
73	dc/6d7b77	8918	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (fmt)	CACHED	0	2022-03-29 10:55:34.784	4h 55m 51s	4h 55m 38s	77.9%	3.9 GB	4.5 GB	1016.3 MB	393.5 MB
79	35/e5bb13	15856	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (fmt)	CACHED	0	2022-03-29 09:10:30.953	1m 4s	59.9s	96.3%	791.9 MB	1.4 GB	88 MB	13.1 MB
78	9c/33ef9d	33427	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (fmt)	CACHED	0	2022-03-29 14:34:38.329	6h 59m 51s	6h 59m 37s	70.6%	3.9 GB	4.6 GB	1012.4 MB	386.9 MB
76	c5/ea4c67	27063	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (fmt)	CACHED	0	2022-03-29 10:57:29.401	16m 8s	15m 58s	95.1%	762.7 MB	1011.3 MB	101.3 MB	19.6 MB
74	b7/459140	31116	denoise_cluster_workflow:uchime_workflow:uchime (fmt)	CACHED	0	2022-03-29 14:34:32.997	49m 46s	49m 31s	45.4%	626.8 MB	1.1 GB	1.3 GB	909.7 MB
80	40/f7d771	21757	denoise_cluster_workflow:uchime_workflow:uchime (fmt)	CACHED	0	2022-03-29 05:10:03.092	1m 20s	1m 17s	98.5%	261.2 MB	751.3 MB	259.2 MB	106.1 MB
81	16/abe8e0	26740	denoise_cluster_workflow:uchime_workflow:uchime (fmt)	CACHED	0	2022-03-29 09:11:20.003	39.6s	34.6s	73.7%	214.1 MB	716.5 MB	160.9 MB	29.7 MB
82	b1/8b30ac	24500	denoise_cluster_workflow:uchime_workflow:uchime (fmt)	CACHED	0	2022-03-29 11:00:04.287	1m 12s	57.8s	76.7%	231 MB	730.1 MB	209.5 MB	64.4 MB
77	90/b866c6	16639	denoise_cluster_workflow:remove_bimera_workflow:remove_bimera (fmt)	CACHED	0	2022-03-29 06:17:56.549	13m 28s	13m 25s	78.2%	1001.2 MB	1.2 GB	125.9 MB	6.3 MB
91	48/4a17f4	19808	denoise_cluster_workflow:uchime_workflow:export_files (fmt)	CACHED	0	2022-03-29 14:10:17.693	32.2s	18.1s	47.8%	186.1 MB	522.1 MB	89.3 MB	18.1 MB
89	05/d7e2f2	26123	denoise_cluster_workflow:uchime_workflow:export_files (fmt)	CACHED	0	2022-03-29 05:11:22.699	11.8s	8.9s	94.7%	186 MB	522.1 MB	85.9 MB	12.8 MB
90	ff/a2231e	14264	denoise_cluster_workflow:uchime_workflow:export_files (fmt)	CACHED	0	2022-03-29 09:51:06.125	33.8s	19.6s	45.8%	185.8 MB	522.1 MB	83.5 MB	7.1 MB
88	04/4fa1f7	14824	denoise_cluster_workflow:uchime_workflow:export_files (fmt)	CACHED	0	2022-03-29 16:00:23.662	42s	26.4s	39.1%	186 MB	522.1 MB	156.1 MB	169.4 MB
86	0e/44903b	28552	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (fmt)	CACHED	0	2022-03-30 02:31:13.905	44.9s	28.8s	42.0%	1.9 GB	2.4 GB	161.2 MB	91.1 MB
85	5e/addef3	14229	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (fmt)	CACHED	0	2022-03-29 09:51:06.022	18.1s	4.3s	34.3%	108 MB	578.2 MB	21.5 MB	3 MB
83	7a/756801	13891	denoise_cluster_workflow:uchime_workflow:export_files (fmt)	CACHED	0	2022-03-29 14:14:47.615	36.4s	22.3s	44.5%	186 MB	522.1 MB	154.5 MB	167.2 MB
87	65/e85cba	16040	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (fmt)	CACHED	0	2022-03-29 14:13:25.142	18.3s	4.6s	36.5%	194 MB	663.2 MB	25.1 MB	5.5 MB
84	53/d9d891	31545	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (fmt)	CACHED	0	2022-03-29 16:05:29.232	39.4s	26.1s	46.3%	2 GB	2.4 GB	163.3 MB	92.3 MB
92	c2/d17cdd	29093	denoise_cluster_workflow:remove_bimera_workflow:hash_seqtables (fmt)	CACHED	0	2022-03-29 06:45:14.241	17.2s	3.5s	36.3%	107.6 MB	577.3 MB	20 MB	1.7 MB
108	e3/5a0564	23255	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 10:47:36.875	29.2s	16.3s	28.6%	188.1 MB	524.3 MB	51.3 MB	2.7 MB
105	53/7075ff	26131	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-30 04:31:25.197	43.3s	26.6s	46.7%	234.4 MB	570.1 MB	417.1 MB	90.1 MB
118	4d/02161b	32006	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 16:10:26.377	2h 23m 46s	2h 23m 32s	126.7%	7.2 GB	13.2 GB	2.5 GB	2.5 GB
106	c2/6d232f	975	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-30 04:31:49.206	2h 23m 9s	2h 22m 51s	126.1%	7.2 GB	13.2 GB	2.4 GB	2.4 GB
100	3c/1b0202	19850	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 10:52:48.930	3m 30s	3m 17s	146.4%	3.1 GB	9.1 GB	1.6 GB	2 GB
107	b7/9ed2aa	23207	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-30 04:31:18.643	1d 14h 20m 13s	1d 14h 19m 55s	139.6%	89.5 GB	103.9 GB	19.7 GB	27.7 GB
98	13/ebe29d	27903	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 05:11:34.489	3m 20s	3m 17s	182.5%	3.3 GB	9.3 GB	1.6 GB	2 GB
113	0d/f66c4e	7080	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 15:45:56.754	9m 11s	8m 55s	95.0%	3.8 GB	9.8 GB	1.7 GB	2 GB
109	3a/55b972	7620	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 15:45:58.308	26.1s	11.1s	42.8%	188.4 MB	524.5 MB	59.1 MB	4.5 MB
120	e9/235011	13610	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 06:57:54.037	25.5s	11.2s	41.5%	186.6 MB	523.5 MB	47 MB	1.6 MB
93	6e/f2a739	9360	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 15:44:40.219	27.9s	14.3s	35.6%	188.4 MB	524.5 MB	58.4 MB	4.3 MB
96	80/ec4d24	27901	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 05:11:34.483	7.4s	4.6s	94.3%	187.3 MB	524 MB	54.4 MB	3.3 MB
117	7d/cf2866	31570	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 16:10:25.133	44.5s	29.5s	44.0%	234.9 MB	570.6 MB	423.1 MB	91.5 MB
102	f7/f1fe1c	4581	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 16:07:12.010	33.9s	19.8s	46.8%	212.7 MB	548.3 MB	231.1 MB	46.5 MB
104	2f/ab96bf	4613	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 16:07:12.098	1h 31m 41s	1h 31m 27s	101.0%	7.2 GB	13.2 GB	2 GB	2.2 GB
112	f3/48f0ef	26675	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 10:48:06.122	4m 43s	4m 29s	160.0%	3.5 GB	9.5 GB	1.6 GB	2 GB
122	7c/c3173a	13663	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 06:57:54.245	38m 54s	38m 39s	134.1%	34.5 GB	48.9 GB	18.8 GB	27.2 GB
103	d3/229c94	3397	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 16:07:08.969	21h 27m 19s	21h 27m 5s	125.9%	89.4 GB	103.9 GB	19.3 GB	27.5 GB
115	cf/c71189	35335	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 15:47:04.015	1h 32m 26s	1h 32m 12s	101.5%	7.2 GB	13.2 GB	2 GB	2.2 GB
119	2d/575454	31611	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 16:10:25.222	1d 14h 37m 57s	1d 14h 37m 43s	140.4%	89.4 GB	103.9 GB	19.7 GB	27.7 GB
111	56/c0b412	17499	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 10:46:32.235	1h 11m 23s	1h 11m 9s	183.4%	42.1 GB	56.5 GB	18.9 GB	27.2 GB
94	31/536525	14327	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 15:44:49.060	8m 49s	8m 35s	93.0%	3.7 GB	9.7 GB	1.7 GB	2 GB
95	15/c5da20	13878	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 15:44:48.077	2h 10m 51s	2h 10m 37s	113.4%	43.9 GB	58.3 GB	18.9 GB	27.2 GB
110	fb/41727b	11561	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 15:47:34.866	36.1s	22s	40.8%	212.5 MB	548.3 MB	229.9 MB	46.2 MB
97	c0/373c84	13630	tax_assignment_workflow:blast_workflow:import_reads (fmt)	CACHED	0	2022-03-29 10:52:06.382	21.9s	8.1s	55.5%	184.3 MB	521.5 MB	47.6 MB	1.8 MB
121	2f/2c66ae	12924	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:gg_13_8_99)	CACHED	0	2022-03-29 06:57:51.788	3m 46s	3m 31s	92.3%	3 GB	9 GB	1.6 GB	2 GB
101	d7/08af9e	16834	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 10:52:28.299	47m 31s	47m 17s	177.4%	36.1 GB	50.6 GB	18.9 GB	27.2 GB
116	b8/4c59c7	15822	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 15:47:44.565	21h 31m 22s	21h 31m 7s	125.4%	89.4 GB	103.9 GB	19.3 GB	27.5 GB
114	de/dddfb4	14916	tax_assignment_workflow:naive_bayes_workflow:naive_bayes (fmt:silva_138_99)	CACHED	0	2022-03-29 15:46:14.680	2h 15m 2s	2h 14m 48s	114.9%	44.8 GB	59.2 GB	18.9 GB	27.2 GB
