task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
112	91/f04cbe	29928	network_inference_workflow:pearson_workflow:resample (band_zinegbin)	CACHED	0	2021-12-02 17:40:44.995	24.1s	23.2s	70.4%	7.5 MB	299.6 MB	3.6 MB	275.5 MB
77	05/8d9cc9	23672	network_inference_workflow:propr_workflow:resample (cluster_pois)	CACHED	0	2021-12-02 17:33:12.788	24.4s	23.5s	71.2%	7.4 MB	299.6 MB	3.6 MB	278.5 MB
168	e0/94c59f	2093	network_inference_workflow:propr_workflow:resample (hub_zinegbin)	CACHED	0	2021-12-02 17:29:07.151	23s	21.6s	76.5%	7.4 MB	299.6 MB	3.6 MB	275.4 MB
97	aa/fa42dd	15459	network_inference_workflow:propr_workflow:resample (erdos_renyi_pois)	CACHED	0	2021-12-02 17:29:29.060	22.4s	21.5s	78.5%	7.5 MB	299.6 MB	3.6 MB	278.5 MB
167	2f/b93a93	33330	network_inference_workflow:spearman_workflow:resample (hub_zinegbin)	CACHED	0	2021-12-02 17:29:36.832	23.3s	22.6s	73.0%	7.4 MB	299.6 MB	3.6 MB	275.4 MB
156	e2/588358	19838	network_inference_workflow:pearson_workflow:resample (scale_free_zinegbin)	CACHED	0	2021-12-02 17:29:51.770	21.7s	21s	78.5%	7.5 MB	299.6 MB	3.6 MB	275.4 MB
114	9f/c0eed9	25918	network_inference_workflow:spearman_workflow:resample (band_zinegbin)	CACHED	0	2021-12-02 17:29:15.460	22.7s	21.8s	75.6%	7.4 MB	299.6 MB	3.6 MB	275.5 MB
18	3f/4fe91d	17499	network_inference_workflow:propr_workflow:resample (block_zinegbin)	CACHED	0	2021-12-02 17:33:01.813	24s	23.1s	71.1%	7.5 MB	299.6 MB	3.6 MB	275.4 MB
116	c7/702b0b	15222	network_inference_workflow:sparcc_workflow:resample (band_zinegbin)	CACHED	0	2021-12-02 17:29:28.960	22.4s	21.5s	76.8%	7.5 MB	299.6 MB	3.6 MB	275.5 MB
61	78/b075c2	1919	network_inference_workflow:propr_workflow:resample (block_negbin)	CACHED	0	2021-12-02 17:29:06.961	22.1s	20.5s	76.0%	7.4 MB	299.6 MB	3.6 MB	267.1 MB
56	83/be6a9f	7154	network_inference_workflow:sparcc_workflow:resample (cluster_negbin)	CACHED	0	2021-12-02 17:29:45.448	22.1s	21.3s	72.9%	7.4 MB	299.6 MB	3.6 MB	267.2 MB
10	50/60a1b9	15055	network_inference_workflow:propr_workflow:resample (scale_free_negbin)	CACHED	0	2021-12-02 17:29:28.920	21.6s	20.7s	75.0%	7.5 MB	299.6 MB	3.6 MB	267.1 MB
130	71/8f3f04	18835	network_inference_workflow:spearman_workflow:resample (band_negbin)	CACHED	0	2021-12-02 17:36:11.959	23.8s	23s	66.9%	7.5 MB	299.6 MB	3.6 MB	267.1 MB
290	96/7093e1	27459	network_inference_workflow:propr_workflow:propr (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 18:17:50.203	11m	9m 55s	150.9%	711.3 MB	1.6 GB	291.7 MB	300.1 MB
361	e4/b299fb	35277	network_inference_workflow:propr_workflow:pvalues (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 18:56:31.922	1m 16s	22.8s	54.1%	8.1 MB	300.1 MB	300 MB	233.1 KB
291	23/1269a7	8687	network_inference_workflow:spearman_workflow:spearman (scale_free_negbin)	CACHED	0	2021-12-02 18:01:00.276	56m 8s	55m 12s	175.1%	343.6 MB	2 GB	281.1 MB	116.8 MB
362	5c/edeaf3	12799	network_inference_workflow:make_network_with_pvalue (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 19:00:53.997	9.7s	8.7s	39.3%	117.8 MB	445.2 MB	34.5 MB	969.5 KB
292	8d/da1d56	19801	network_inference_workflow:propr_workflow:propr (erdos_renyi_negbin)	CACHED	0	2021-12-02 18:39:59.925	10m 3s	9m 3s	164.4%	678.9 MB	1.6 GB	283.3 MB	300.1 MB
301	8d/ed3eb5	4760	network_inference_workflow:spearman_workflow:spearman (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 17:44:30.441	58m 11s	57m 18s	168.5%	328 MB	2 GB	289.4 MB	116.8 MB
293	5b/bb4c1c	5588	network_inference_workflow:spearman_workflow:spearman (scale_free_zinegbin)	CACHED	0	2021-12-02 17:45:55.066	57m 16s	56m 31s	172.9%	361.8 MB	2 GB	289.5 MB	116.8 MB
340	c2/b65571	30153	network_inference_workflow:propr_workflow:propr (cluster_negbin)	CACHED	0	2021-12-02 17:53:16.213	10m 55s	9m 58s	154.9%	665.5 MB	1.6 GB	283.5 MB	300.1 MB
363	e5/d34555	6688	network_inference_workflow:spearman_workflow:pvalues (scale_free_negbin)	CACHED	0	2021-12-02 19:00:40.125	1m 11s	18.5s	60.1%	8.1 MB	300.1 MB	116.9 MB	227.2 KB
364	f7/51be45	31374	network_inference_workflow:propr_workflow:pvalues (erdos_renyi_negbin)	CACHED	0	2021-12-02 18:58:52.480	1m 20s	25.4s	48.7%	8.1 MB	300.1 MB	300 MB	229.2 KB
365	08/615276	32352	network_inference_workflow:spearman_workflow:pvalues (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 18:57:39.186	1m 19s	24.6s	45.6%	8.1 MB	300.1 MB	116.9 MB	233.1 KB
294	c9/68d07a	6243	network_inference_workflow:spearman_workflow:spearman (cluster_zinegbin)	CACHED	0	2021-12-02 18:45:40.434	31m 49s	30m 57s	306.9%	352.6 MB	2 GB	289.5 MB	116.8 MB
368	7e/827c56	30512	network_inference_workflow:make_network_with_pvalue (scale_free_negbin)	CACHED	0	2021-12-02 19:01:51.192	6.8s	5.8s	56.8%	118.3 MB	445.1 MB	34.4 MB	869.1 KB
369	5f/5e3701	24454	network_inference_workflow:make_network_with_pvalue (erdos_renyi_negbin)	CACHED	0	2021-12-02 19:01:21.338	8.3s	7.5s	45.4%	117.5 MB	445 MB	34.5 MB	994.7 KB
360	1b/fb1a7d	454	network_inference_workflow:spearman_workflow:spearman (band_negbin)	CACHED	0	2021-12-02 18:43:31.637	33m	32m 14s	296.5%	347.3 MB	2.1 GB	281.2 MB	116.7 MB
366	45/a7b4e2	36516	network_inference_workflow:spearman_workflow:pvalues (scale_free_zinegbin)	CACHED	0	2021-12-02 18:57:47.890	1m 21s	27s	41.7%	8.1 MB	300.1 MB	116.9 MB	231.1 KB
367	55/243426	16780	network_inference_workflow:propr_workflow:pvalues (cluster_negbin)	CACHED	0	2021-12-02 18:54:42.304	1m 15s	23.6s	52.0%	8.1 MB	300.1 MB	300 MB	221.4 KB
299	6e/1f8f07	5081	network_inference_workflow:propr_workflow:propr (cluster_zinegbin)	CACHED	0	2021-12-02 18:02:37.610	11m 7s	10m 4s	152.0%	697.9 MB	1.6 GB	291.7 MB	300.1 MB
370	dd/2d7855	18754	network_inference_workflow:make_network_with_pvalue (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 19:01:07.552	10.2s	9.3s	37.2%	116.7 MB	443.6 MB	34.4 MB	874.7 KB
374	83/caacff	35751	network_inference_workflow:make_network_with_pvalue (cluster_negbin)	CACHED	0	2021-12-02 19:00:23.022	10.6s	9.7s	35.5%	112.5 MB	440 MB	34.5 MB	967.7 KB
373	17/d8140b	20786	network_inference_workflow:make_network_with_pvalue (scale_free_zinegbin)	CACHED	0	2021-12-02 19:01:12.460	9.2s	8s	42.6%	115.3 MB	442.1 MB	34.4 MB	876 KB
371	34/792e6d	9350	network_inference_workflow:spearman_workflow:pvalues (cluster_zinegbin)	CACHED	0	2021-12-02 19:17:30.167	16s	12.1s	91.9%	8.1 MB	300.1 MB	116.9 MB	225.3 KB
297	00/0e8fe6	3592	network_inference_workflow:propr_workflow:propr (band_pois)	CACHED	0	2021-12-02 18:36:17.323	10m 51s	9m 43s	154.9%	695.5 MB	1.6 GB	294.7 MB	300.3 MB
372	3e/1fc80d	34669	network_inference_workflow:spearman_workflow:pvalues (band_negbin)	CACHED	0	2021-12-02 19:16:31.773	15.8s	12.1s	92.7%	8.1 MB	300.1 MB	116.9 MB	215.5 KB
337	02/0fd5ad	10966	network_inference_workflow:pearson_workflow:pearson (block_pois)	CACHED	0	2021-12-02 17:46:06.330	6m 50s	6m 6s	170.7%	332.3 MB	1.9 GB	292.5 MB	116.8 MB
376	86/e542c5	12343	network_inference_workflow:make_network_with_pvalue (cluster_zinegbin)	CACHED	0	2021-12-02 19:17:46.135	4.7s	4.6s	72.4%	117.8 MB	444.6 MB	34.4 MB	874.2 KB
331	2c/ca8430	30550	network_inference_workflow:spearman_workflow:spearman (band_pois)	CACHED	0	2021-12-02 17:46:43.871	57m 40s	56m 56s	171.6%	339.6 MB	2 GB	292.4 MB	116.7 MB
375	b6/11f67c	15160	network_inference_workflow:propr_workflow:pvalues (cluster_zinegbin)	CACHED	0	2021-12-02 18:55:51.445	1m 20s	25.5s	48.4%	8.1 MB	300.1 MB	300 MB	225.3 KB
335	25/d3ad5d	33800	network_inference_workflow:pearson_workflow:pearson (scale_free_negbin)	CACHED	0	2021-12-02 18:49:03.994	6m 11s	5m 14s	180.6%	341.8 MB	1.9 GB	281.1 MB	117.4 MB
302	f6/0a17cf	32234	network_inference_workflow:propr_workflow:propr (hub_pois)	CACHED	0	2021-12-02 17:52:08.736	10m 59s	10m 2s	150.2%	679.4 MB	1.6 GB	294.7 MB	300.3 MB
315	c3/3bed9f	33526	network_inference_workflow:propr_workflow:propr (scale_free_pois)	CACHED	0	2021-12-02 18:13:23.926	10m 28s	9m 27s	156.3%	684 MB	1.6 GB	294.8 MB	300.3 MB
379	50/b805c7	7497	network_inference_workflow:make_network_with_pvalue (cluster_zinegbin)	CACHED	0	2021-12-02 19:00:42.025	10s	9s	38.9%	117.1 MB	444.5 MB	34.5 MB	969.7 KB
378	67/bc39a8	4620	network_inference_workflow:make_network_with_pvalue (band_negbin)	CACHED	0	2021-12-02 19:16:47.574	4.4s	4.2s	76.9%	112.2 MB	439.1 MB	34.4 MB	879 KB
377	2c/28125e	22819	network_inference_workflow:propr_workflow:pvalues (band_pois)	CACHED	0	2021-12-02 18:58:34.410	1m 19s	24.6s	50.1%	8 MB	300 MB	300.2 MB	211.6 KB
359	73/9c3da0	15183	network_inference_workflow:propr_workflow:propr (scale_free_negbin)	CACHED	0	2021-12-02 17:51:31.484	11m 6s	10m 10s	152.8%	664.4 MB	1.6 GB	283.3 MB	300.1 MB
319	ce/ab2380	2133	network_inference_workflow:pearson_workflow:pearson (cluster_zinegbin)	CACHED	0	2021-12-02 17:49:37.039	7m 2s	6m 16s	167.7%	340.9 MB	1.9 GB	289.5 MB	116.8 MB
330	9f/26ad8e	5715	network_inference_workflow:spearman_workflow:spearman (erdos_renyi_negbin)	CACHED	0	2021-12-02 17:51:10.899	57m 53s	57m 9s	170.0%	345.6 MB	2.1 GB	281.1 MB	116.8 MB
385	50/0bfc98	23000	network_inference_workflow:make_network_with_pvalue (band_pois)	CACHED	0	2021-12-02 19:01:17.786	9.5s	8.5s	41.5%	118.5 MB	446 MB	34.5 MB	972.2 KB
307	84/d30496	29193	network_inference_workflow:pearson_workflow:pearson (cluster_negbin)	CACHED	0	2021-12-02 17:47:52.603	6m 21s	5m 36s	180.6%	348.7 MB	1.9 GB	281.2 MB	117.4 MB
380	c1/6b67bb	20780	network_inference_workflow:pearson_workflow:pvalues (block_pois)	CACHED	0	2021-12-02 18:53:27.464	1m 7s	25.3s	44.1%	8.1 MB	300.1 MB	116.9 MB	213.6 KB
383	fd/396ef7	15611	network_inference_workflow:propr_workflow:pvalues (hub_pois)	CACHED	0	2021-12-02 18:54:39.855	1m 15s	23.1s	53.4%	8 MB	300 MB	300.2 MB	209.7 KB
384	d4/c07d53	26927	network_inference_workflow:propr_workflow:pvalues (scale_free_pois)	CACHED	0	2021-12-02 18:56:15.079	1m 16s	22.7s	54.3%	8.1 MB	300.1 MB	300.2 MB	223.3 KB
381	3c/5dca6d	11204	network_inference_workflow:spearman_workflow:pvalues (band_pois)	CACHED	0	2021-12-02 18:58:10.419	1m 16s	22.1s	50.7%	8 MB	300 MB	116.9 MB	211.6 KB
382	60/b7596a	30981	network_inference_workflow:pearson_workflow:pvalues (scale_free_negbin)	CACHED	0	2021-12-02 19:00:12.498	1m 16s	22.3s	50.4%	8.1 MB	300.1 MB	117.5 MB	227.2 KB
305	0f/8d2e91	21691	network_inference_workflow:propr_workflow:propr (block_pois)	CACHED	0	2021-12-02 18:08:41.169	10m 24s	9m 20s	160.5%	690.6 MB	1.6 GB	294.7 MB	300.3 MB
318	c4/f275e8	12580	network_inference_workflow:spearman_workflow:spearman (block_pois)	CACHED	0	2021-12-02 17:57:49.519	57m 11s	56m 20s	172.0%	340.2 MB	2 GB	292.5 MB	116.7 MB
329	eb/ffc614	3432	network_inference_workflow:pearson_workflow:pearson (scale_free_pois)	CACHED	0	2021-12-02 18:30:03.777	7m 9s	6m 15s	158.6%	340.6 MB	1.9 GB	292.5 MB	116.8 MB
353	03/b7d7ac	16402	network_inference_workflow:pearson_workflow:pearson (band_zinegbin)	CACHED	0	2021-12-02 18:48:10.375	6m 32s	5m 40s	173.7%	339.5 MB	1.9 GB	289.5 MB	116.8 MB
391	b8/f9bd18	35397	network_inference_workflow:make_network_with_pvalue (hub_pois)	CACHED	0	2021-12-02 19:00:22.200	10.2s	9.2s	37.4%	116.3 MB	443.7 MB	34.5 MB	977.7 KB
394	a1/dc5852	27216	network_inference_workflow:make_network_with_pvalue (scale_free_negbin)	CACHED	0	2021-12-02 19:01:29.365	8.2s	7.3s	47.5%	117.7 MB	444.6 MB	34.4 MB	870.4 KB
386	21/11669a	14940	network_inference_workflow:propr_workflow:pvalues (scale_free_negbin)	CACHED	0	2021-12-02 18:54:37.427	1m 14s	22.8s	53.9%	8.1 MB	300.1 MB	300 MB	227.2 KB
393	c8/bbbfae	22082	network_inference_workflow:make_network_with_pvalue (band_pois)	CACHED	0	2021-12-02 19:01:15.541	9.3s	8.4s	42.4%	118.7 MB	445.6 MB	34.4 MB	877.2 KB
387	c2/fd8659	1269	network_inference_workflow:pearson_workflow:pvalues (cluster_zinegbin)	CACHED	0	2021-12-02 18:54:05.166	1m 4s	18.7s	59.8%	8.1 MB	300.1 MB	116.9 MB	225.3 KB
390	10/2aaab2	24315	network_inference_workflow:make_network_with_pvalue (block_pois)	CACHED	0	2021-12-02 18:59:56.648	10.1s	9.2s	37.5%	116 MB	442.9 MB	34.4 MB	867.5 KB
392	c3/f53643	9651	network_inference_workflow:make_network_with_pvalue (scale_free_pois)	CACHED	0	2021-12-02 19:00:46.772	10.5s	9.6s	36.7%	112.8 MB	440.2 MB	34.5 MB	969.3 KB
341	d2/9193bc	24167	network_inference_workflow:propr_workflow:propr (scale_free_zinegbin)	CACHED	0	2021-12-02 17:54:13.640	10m 53s	9m 50s	151.7%	712.9 MB	1.6 GB	291.7 MB	300.1 MB
306	5f/030635	18385	network_inference_workflow:pearson_workflow:pearson (hub_negbin)	CACHED	0	2021-12-02 18:37:13.003	7m 7s	6m 19s	151.4%	335.6 MB	1.9 GB	281.2 MB	117.4 MB
388	b3/641ce1	31355	network_inference_workflow:spearman_workflow:pvalues (erdos_renyi_negbin)	CACHED	0	2021-12-02 18:58:52.431	1m 18s	23.9s	47.3%	8.1 MB	300.1 MB	116.9 MB	229.2 KB
389	01/623ac4	23409	network_inference_workflow:pearson_workflow:pvalues (cluster_negbin)	CACHED	0	2021-12-02 18:53:33.986	1m 7s	24.9s	45.1%	8.1 MB	300.1 MB	117.5 MB	221.4 KB
399	d9/1860c4	34707	network_inference_workflow:make_network_with_pvalue (scale_free_negbin)	CACHED	0	2021-12-02 19:00:20.792	10s	9.2s	38.8%	116.9 MB	444.2 MB	34.5 MB	964.3 KB
300	82/b81ddd	21211	network_inference_workflow:pearson_workflow:pearson (band_negbin)	CACHED	0	2021-12-02 17:42:13.776	5m 39s	5m 11s	215.0%	345.3 MB	1.9 GB	281.2 MB	117.4 MB
296	c0/314c18	12232	network_inference_workflow:spearman_workflow:spearman (block_negbin)	CACHED	0	2021-12-02 17:41:46.570	54m 31s	54m	176.1%	340.4 MB	2 GB	281.1 MB	116.7 MB
400	bf/ea6381	30187	network_inference_workflow:make_network_with_pvalue (cluster_zinegbin)	CACHED	0	2021-12-02 19:00:10.709	10.1s	9.1s	36.8%	117.4 MB	444.4 MB	34.4 MB	874 KB
396	69/08181f	28855	network_inference_workflow:spearman_workflow:pvalues (block_pois)	CACHED	0	2021-12-02 19:00:07.387	1m 14s	21.6s	52.2%	8.1 MB	300.1 MB	116.9 MB	213.6 KB
395	ad/149294	18341	network_inference_workflow:propr_workflow:pvalues (block_pois)	CACHED	0	2021-12-02 18:55:58.197	1m 23s	28.1s	43.8%	8.1 MB	300.1 MB	300.2 MB	213.6 KB
398	3f/c243c8	28625	network_inference_workflow:pearson_workflow:pvalues (band_zinegbin)	CACHED	0	2021-12-02 19:00:06.791	1m 14s	20.9s	53.7%	8.1 MB	300.1 MB	116.9 MB	219.4 KB
404	4f/cdc7cb	28017	network_inference_workflow:make_network_with_pvalue (cluster_negbin)	CACHED	0	2021-12-02 19:00:04.891	9.7s	8.7s	39.4%	118.8 MB	445.6 MB	34.4 MB	875 KB
403	b1/009d8c	24022	network_inference_workflow:make_network_with_pvalue (erdos_renyi_negbin)	CACHED	0	2021-12-02 19:01:20.523	8.8s	7.9s	43.6%	116.9 MB	443.9 MB	34.4 MB	892.3 KB
397	51/4ec111	23235	network_inference_workflow:pearson_workflow:pvalues (scale_free_pois)	CACHED	0	2021-12-02 18:57:20.946	1m 15s	21.8s	51.3%	8.1 MB	300.1 MB	116.9 MB	223.3 KB
350	8e/390cc8	5543	network_inference_workflow:propr_workflow:propr (erdos_renyi_pois)	CACHED	0	2021-12-02 17:52:29.446	10m 56s	9m 59s	154.7%	692 MB	1.6 GB	294.8 MB	300.3 MB
320	01/b0d0e3	15793	network_inference_workflow:propr_workflow:propr (hub_negbin)	CACHED	0	2021-12-02 18:19:37.307	10m 26s	9m 23s	156.8%	669.5 MB	1.6 GB	283.4 MB	300.1 MB
409	72/992824	26384	network_inference_workflow:make_network_with_pvalue (band_zinegbin)	CACHED	0	2021-12-02 19:01:27.296	9.3s	8.4s	41.6%	118.7 MB	445.6 MB	34.4 MB	875.8 KB
407	8d/a8d705	26411	network_inference_workflow:make_network_with_pvalue (block_pois)	CACHED	0	2021-12-02 19:01:27.384	8.7s	7.8s	44.3%	116.2 MB	443.1 MB	34.4 MB	869.4 KB
408	0a/1a50b6	7970	network_inference_workflow:make_network_with_pvalue (block_pois)	CACHED	0	2021-12-02 19:00:42.983	11.7s	10.5s	32.9%	113.8 MB	441.2 MB	34.5 MB	965.3 KB
410	5a/97fbce	17489	network_inference_workflow:make_network_with_pvalue (scale_free_pois)	CACHED	0	2021-12-02 19:01:04.740	10.8s	9.9s	35.3%	118.8 MB	445.6 MB	34.4 MB	875.8 KB
401	50/e8c346	25568	network_inference_workflow:propr_workflow:pvalues (scale_free_zinegbin)	CACHED	0	2021-12-02 18:55:00.502	1m 19s	27.4s	45.0%	8.1 MB	300.1 MB	300 MB	231.1 KB
402	39/579866	8470	network_inference_workflow:pearson_workflow:pvalues (hub_negbin)	CACHED	0	2021-12-02 18:58:04.743	1m 17s	22.2s	50.4%	8.1 MB	300.1 MB	117.5 MB	213.6 KB
325	8e/da4216	36385	network_inference_workflow:propr_workflow:propr (band_zinegbin)	CACHED	0	2021-12-02 18:23:52.223	10m 31s	9m 24s	154.5%	707.7 MB	1.6 GB	291.7 MB	300.1 MB
346	a1/fbd81f	34168	network_inference_workflow:spearman_workflow:spearman (hub_negbin)	CACHED	0	2021-12-02 18:43:21.835	33m 5s	32m 22s	289.9%	340.7 MB	2 GB	281.2 MB	116.7 MB
405	15/8be9a0	12849	network_inference_workflow:pearson_workflow:pvalues (band_negbin)	CACHED	0	2021-12-02 18:51:37.897	1m 10s	24.8s	45.2%	8.1 MB	300.1 MB	117.5 MB	215.5 KB
351	a0/63afd2	18602	network_inference_workflow:spearman_workflow:spearman (hub_zinegbin)	CACHED	0	2021-12-02 17:56:39.561	58m 40s	57m 46s	168.6%	330.9 MB	2 GB	289.4 MB	116.7 MB
406	0c/f5659b	20289	network_inference_workflow:spearman_workflow:pvalues (block_negbin)	CACHED	0	2021-12-02 18:57:15.190	1m 15s	21.7s	51.8%	8.1 MB	300.1 MB	116.9 MB	217.5 KB
413	6a/7a0472	1842	network_inference_workflow:make_network_with_pvalue (scale_free_zinegbin)	CACHED	0	2021-12-02 19:00:29.156	10.1s	9.2s	37.9%	114.8 MB	442.2 MB	34.5 MB	968.7 KB
414	31/d990e9	21122	network_inference_workflow:make_network_with_pvalue (hub_negbin)	CACHED	0	2021-12-02 19:01:13.183	8.5s	7.6s	46.3%	116 MB	442.9 MB	34.4 MB	879.1 KB
347	7c/152bc3	33503	network_inference_workflow:pearson_workflow:pearson (erdos_renyi_negbin)	CACHED	0	2021-12-02 18:43:20.201	6m 55s	6m 13s	154.2%	330.8 MB	1.9 GB	281.1 MB	117.4 MB
328	fa/0c5f01	10631	network_inference_workflow:pearson_workflow:pearson (hub_pois)	CACHED	0	2021-12-02 18:24:41.295	7m 40s	6m 51s	148.8%	335 MB	1.9 GB	292.5 MB	116.8 MB
352	55/13054d	5771	network_inference_workflow:spearman_workflow:spearman (band_zinegbin)	CACHED	0	2021-12-02 17:49:45.222	57m 33s	56m 44s	170.1%	354.4 MB	2 GB	289.5 MB	116.7 MB
354	02/878357	15876	network_inference_workflow:propr_workflow:propr (block_zinegbin)	CACHED	0	2021-12-02 18:34:23.243	10m 23s	9m 20s	158.0%	708.8 MB	1.6 GB	291.6 MB	300.1 MB
417	79/dc2ffc	10823	network_inference_workflow:make_network_with_pvalue (band_negbin)	CACHED	0	2021-12-02 18:59:26.493	9.7s	8.7s	39.6%	118.7 MB	445.4 MB	34.4 MB	882.3 KB
349	67/b2a19d	321	network_inference_workflow:propr_workflow:propr (hub_zinegbin)	CACHED	0	2021-12-02 17:42:54.522	8m 37s	7m 33s	199.7%	697.2 MB	1.6 GB	291.7 MB	300.1 MB
308	8c/7bdad4	3023	network_inference_workflow:spearman_workflow:spearman (scale_free_pois)	CACHED	0	2021-12-02 18:11:34.490	51m 39s	50m 48s	191.7%	338.5 MB	2 GB	292.5 MB	116.7 MB
412	74/9ad4d8	919	network_inference_workflow:propr_workflow:pvalues (hub_negbin)	CACHED	0	2021-12-02 18:56:36.349	1m 19s	25.3s	48.6%	8.1 MB	300.1 MB	300 MB	213.6 KB
314	56/395569	27026	network_inference_workflow:spearman_workflow:spearman (erdos_renyi_pois)	CACHED	0	2021-12-02 18:40:30.108	36m 10s	35m 25s	281.4%	348.4 MB	2 GB	292.6 MB	116.7 MB
411	ac/00621b	15850	network_inference_workflow:propr_workflow:pvalues (erdos_renyi_pois)	CACHED	0	2021-12-02 18:54:40.748	1m 18s	27s	45.7%	8.1 MB	300.1 MB	300.2 MB	225.3 KB
304	56/9b2246	16501	network_inference_workflow:spearman_workflow:spearman (cluster_negbin)	CACHED	0	2021-12-02 18:44:20.221	32m 30s	31m 35s	294.5%	345.6 MB	2 GB	281.2 MB	116.8 MB
343	24/14d32f	17980	network_inference_workflow:spearman_workflow:spearman (hub_pois)	CACHED	0	2021-12-02 17:54:01.474	59m 12s	58m 25s	165.2%	337.4 MB	2 GB	292.5 MB	116.7 MB
357	da/bdc3a6	15095	network_inference_workflow:pearson_workflow:pearson (scale_free_zinegbin)	CACHED	0	2021-12-02 18:03:07.453	6m 38s	5m 50s	171.6%	341.2 MB	1.9 GB	289.5 MB	116.8 MB
316	c3/99b6af	28222	network_inference_workflow:pearson_workflow:pearson (erdos_renyi_zinegbin)	CACHED	0	2021-12-02 17:44:01.290	6m 7s	5m 15s	180.7%	354 MB	1.9 GB	289.5 MB	116.8 MB
334	6c/f1c23a	16645	network_inference_workflow:pearson_workflow:pearson (band_pois)	CACHED	0	2021-12-02 18:28:06.946	7m 11s	6m 13s	153.7%	334.3 MB	1.9 GB	292.5 MB	116.8 MB
310	1f/75311b	35137	network_inference_workflow:spearman_workflow:spearman (block_zinegbin)	CACHED	0	2021-12-02 17:44:15.983	56m 14s	55m 23s	171.4%	339.7 MB	2 GB	289.4 MB	116.8 MB
326	79/468c17	4668	network_inference_workflow:propr_workflow:propr (band_negbin)	CACHED	0	2021-12-02 18:13:49.311	10m 52s	9m 51s	150.0%	664.3 MB	1.6 GB	283.4 MB	300.1 MB
332	04/a869fe	23897	network_inference_workflow:pearson_workflow:pearson (erdos_renyi_pois)	CACHED	0	2021-12-02 17:47:42.245	6m 19s	5m 35s	172.2%	331 MB	1.9 GB	292.6 MB	116.8 MB
312	88/35fc11	34373	network_inference_workflow:spearman_workflow:spearman (cluster_pois)	CACHED	0	2021-12-02 17:54:33.904	57m 42s	56m 53s	165.9%	332.6 MB	2 GB	292.5 MB	116.7 MB
418	f8/cfea54	31007	network_inference_workflow:spearman_workflow:pvalues (hub_zinegbin)	CACHED	0	2021-12-02 19:00:12.541	1m 15s	21.2s	52.8%	8.1 MB	300.1 MB	116.9 MB	217.5 KB
356	6e/dc4f20	30241	network_inference_workflow:propr_workflow:propr (block_negbin)	CACHED	0	2021-12-02 17:42:37.748	8m 33s	7m 29s	199.9%	667.6 MB	1.6 GB	283.4 MB	300.1 MB
344	e5/90b177	7550	network_inference_workflow:pearson_workflow:pearson (cluster_pois)	CACHED	0	2021-12-02 18:47:43.304	6m 34s	5m 46s	170.1%	326.3 MB	1.9 GB	292.6 MB	116.8 MB
416	c7/603d59	32417	network_inference_workflow:spearman_workflow:pvalues (hub_negbin)	CACHED	0	2021-12-02 19:16:26.817	16s	12s	93.2%	8.1 MB	300.1 MB	116.9 MB	213.6 KB
415	87/72a1f3	11978	network_inference_workflow:propr_workflow:pvalues (band_zinegbin)	CACHED	0	2021-12-02 18:56:58.530	1m 20s	26.5s	46.6%	8.1 MB	300.1 MB	300 MB	219.4 KB
311	b4/c41b6e	32517	network_inference_workflow:pearson_workflow:pearson (hub_zinegbin)	CACHED	0	2021-12-02 18:32:39.748	7m 14s	6m 19s	159.3%	331.3 MB	1.9 GB	289.5 MB	116.8 MB
317	07/c0c8f5	20153	network_inference_workflow:pearson_workflow:pearson (block_zinegbin)	CACHED	0	2021-12-02 18:44:29.991	7m 8s	6m 16s	150.1%	331.7 MB	1.9 GB	289.4 MB	116.8 MB
419	db/fe5cca	17079	network_inference_workflow:make_network_with_pvalue (block_negbin)	CACHED	0	2021-12-02 19:01:03.776	9.4s	8.4s	40.1%	118.7 MB	445.6 MB	34.4 MB	870.7 KB
333	ab/0404ea	24806	network_inference_workflow:pearson_workflow:pearson (block_negbin)	CACHED	0	2021-12-02 18:28:50.676	7m	6m 5s	160.9%	326.9 MB	1.9 GB	281.2 MB	117.4 MB
420	61/fdb9fd	31862	network_inference_workflow:pearson_workflow:pvalues (erdos_renyi_negbin)	CACHED	0	2021-12-02 18:58:53.374	1m 19s	24.9s	45.1%	8.1 MB	300.1 MB	117.5 MB	229.2 KB
422	ec/d5dbe2	17698	network_inference_workflow:propr_workflow:pvalues (block_zinegbin)	CACHED	0	2021-12-02 18:58:23.945	1m 24s	30.3s	40.6%	8.1 MB	300.1 MB	300 MB	221.4 KB
437	71/bba7d1	2918	network_inference_workflow:make_network_with_pvalue (hub_negbin)	CACHED	0	2021-12-02 19:16:42.816	5.4s	5.2s	64.0%	113.2 MB	440.1 MB	34.4 MB	877.2 KB
436	69/c78b87	26725	network_inference_workflow:make_network_with_pvalue (hub_zinegbin)	CACHED	0	2021-12-02 19:01:28.081	9.2s	8.4s	41.1%	118.7 MB	445.6 MB	34.4 MB	878.2 KB
