Feature ID	Taxon	Confidence
d5708199e0a4d54fd4532a99e16600e3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9
a2149ca6e80cc8bb6b1abda0cce4631a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia	0.9
197e11a7f1ed7a7eb49f607aa31452c8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Odoribacter	0.6
dce01cf82eb0aa33d7dbb7db1f663815	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9
06a6e5bcf8c2b8dc026c93190ef43175	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	0.9
70ac971d9d8650d6d1b756a39b8709c8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
3929d29a31d4b66f7fdc71b92a3d41d0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.7
d89b86661658e20c19625021044cce74	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium	0.6
824ecebeb43c725d47bbbcd1bd7d0348	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	1.0
cc220dbae8cc81df72be3897c6c9beb5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium	0.8
8f362a87fb8367b02e2c982b8c5e3702	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium	1.0
98e517050a334923d55de305627d73ed	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.7
b606c96aedd0a6e01aa38924a1e6ac97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8
c39e6a7095cf3a515a31277fe7a74a35	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae	0.6
86ab28ee10e96bdadede132362882f90	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	1.0
e9670565d9f04e5997286a1a131c46c4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.0
c1ce904c4d66232553c8180c3b1c29cc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
07b64b23fa88ace003944a6bd9ee7bb7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
16d12481fde3cfa6a4db366d25411122	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
2440362c889061ed1e3336b6294559b9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia	0.6
a5f1b505ff3faad7ed556b26524af67e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0
55e7cd221761f96b54cedb166b5d50df	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
7266df20068f15abb7445afa927d2aa7	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
110ad3992f825e7203f1923383607888	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	0.6
cbc4d4e57969734cd475cc6254ae80d9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8
03ceed35e7c81c3529604a8c21b4fee8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0
8359450ba65b646de08903c1a5bf6fcc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.8
0e3439406622be6205c1109f0485003f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Hungateiclostridiaceae	1.0
2921312863db12eff67d0e0bae2104d0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	1.0
37353f1447b5ee3a5694bf42dc884985	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	1.0
cbdbaa9d975fdd841e27abdd5a2fcd5c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
9a5ad3e5c9abb12041ebce1cf20b2b3c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9
e1c4f5595ada542d9a1e4f8e9b6ac662	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
31e4f870a27a2b5fa2f29b4b3ce9797d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
5e22ac39af6385a9a5d7a57992e0d8ba	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	1.0
81dad59199e83e6ef05fd840160b1300	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0
1650be2cf9cad731fff3d965d1741930	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
38f716c745032458dc30e17beb715633	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister	0.8
718ff9f4ea78daeaa7fe07d6e68a9199	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
493044967137503ef18a55070782e5b5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium	0.7
22f35accbb7cc22174237ad3b55a3137	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.6
28025092620ae574a27c970740aec973	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.8
f638ade58751cd2499cb009f5708858d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8
73e5b567bf8428743df8b7f78c8ec1b0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.7
c55b92e9a603e08aa7242159399326c8	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus	1.0
f8b941d215c94fbe3199f472f7ebbd29	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
3577135be0002b683f8616384f6045b3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7777777777777778
d062c370afa965a780cca734ce7f438f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia	0.8
ece806a82632fc78f84dedeb7b3bf244	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.7
13fae76db728266d715f43da8b06cb88	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
afcf1a591d33e05d07e6e14b15a80814	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Hungateiclostridiaceae	1.0
81385e24d65c747bdca18aee4e801b51	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus	0.7
0bccc227c7da16265dd7a64a495a8b24	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	0.6
8ad93a128699973f05e2112e3191ffe7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9
636c6a97782b873f9092522e27a42737	k__Bacteria; p__Actinobacteria; c__Actinobacteria	1.0
b722821a74b7ae304790b719035e5f83	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7777777777777778
296e5b88c1d5afe3a038af8cfdeca215	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.7
ccb87eda570dfea15cc2b6981e40dd8b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0
0e16dc804e6b69b990d20958f95b37db	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XIII. Incertae Sedis	1.0
9e40dfece6f045abf2cb6c11008399f3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus	0.6
42df52e7cdae157a30b0fa54659d1161	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	1.0
a3618e8a69964558653b32f21cfc09c4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	1.0
87c8b3d6807db0281cfbc6f105cae5be	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.0
ebc62fd8bcdee9280a1cea01ddf72857	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
f57047843d19add7acef58421379880e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
792add25fd6668fad2a952ef3b123c8b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
097138be3a15c87233cb01e6ee6a4da4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.7
da04216f075e5d1b2cddc09c16442df9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	0.9
2bf46435c400487c83d22314b159edd3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.7
c9e25d9130359869db0c8fca59bdb623	k__Bacteria; p__Bacteroidetes; c__Bacteroidia	1.0
504687adb582701412c2398587d62e90	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes	0.6
52e94808258f1fb07a5a897889f17a3b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9
34fcbf1e6d78537cc502407616d82509	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.0
e8d5562e9761500b0d5c551299053ede	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	1.0
d428ac82ab2e4bfe06d8af22d122c519	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister	0.8
5d0205d4c6e796a6693b6b5300854f43	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.6
20850f6675c4233100f70ecf1448957e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.0
d947ea02c54be4451a6d8e09cee453ac	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	0.6
80d1d3b519bbc9073701eba724bade88	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
7c70ceb50ef88938e35a5c27008d173f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae	0.6
a649c3e97a84b8690e6dbdddb274f0e0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
cd7bdb61d0534077127162bc99359742	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	1.0
f9a5a0af8461a2a68ea11234ecb8af7d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9
f19c040547e4e0941c7f70305ccf55cf	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	1.0
6b9446ef79d8f7321464a841100b2d8f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes	0.6
130a8330de52a69354df4f227b62c052	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae	0.9
9e0822f6cca53567ecb7743194c600f9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
4f376945e3087fd844bfe06d3ffc0998	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
7a05c4d52ca70b25ca2c4accacdf6ae4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	1.0
6eda17a5672848ca6792095b7b8de494	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
909e232a83ace93f6ef4beec58153695	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.8
4e47885b5c58f76e601225b3f116012a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
66834f6f51ff715fd50e6d2abb48220a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8
48b28d6261de912b84deef5c2eeccbb9	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae	0.7
a63c0e6972a5ddbf7bf686248a78b84b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Dysgonamonadaceae; g__Dysgonomonas	0.6
5e66f4697562aa64f842d406c92ed527	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
d5c61eb7a0da10cbe0854d3f95423f05	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	1.0
a44c45ff9fc6747d407f449545a9b4c2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9
a63cb2ef0d2fca223ddf07e07d7abedd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium	0.6
64c2b64c19934ba2360fe284744fd1ad	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelatoclostridium	0.7
9af37219a9e5de473e166d02641af08b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.7
ffcc7e5bf420ec49a7b22fe511713a6a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia	0.6
b1312478658160c25c92a75d5272c96d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	1.0
7ef15f834ddeffade9a799c5697cc61a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
8a6c27e7d663111088d829791a75d2fb	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	1.0
a0ee6a3ee7652b169be49795a7813d2b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
d2fca5497d05456b10c14788597be9ce	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0.9
8a303db3d6b466981499de25a5ec66d4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.6
03653853ef40b4392d87274098a2f7a7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.6
9b38f0b35a3369d836d120ed7b5b3804	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9
b9abed8a2eca761efe3e1e92673141cf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.7
2f2ff15fe3d7d5b9f3eaf57c0085d696	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	1.0
0923b77e67bbf1d883e3a2dc16a7dca0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0.8
f026bc3d92e943febaa74d620be5400d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.6
806a3798a31524c3ad2aef1d13a2f216	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7
c694f4f20f587aea22074db2aba251bd	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus	1.0
899577a10741d336f48d2be23f9b0be7	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	1.0
7c86df2004051dd7dcbc48b4c81e8616	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8
9fbf7d3ec3aa666dfe65b76bffff63fd	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0.8
c49bc9c1c22dd48888d2e1e060306218	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	1.0
64d5af328ebe9b3aa5dc5fef7fd3ccec	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	1.0
54427d788cffd2455e94a8b03e9d7557	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
90fed3fc69aa1fcb9403644eb985a81e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Proteinivoraceae; g__Anaerobranca	0.6
458c143205a65b86a76ff0abfde29440	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.6
fa15ed91d7859d7d7a88c34650b26a5d	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus	1.0
79ab2ebaffca08f0b1683dbfdff05aad	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
76bb18a57ec65fa1725b8f4ac1f9706b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
ada5da0dc117117f5e460a9fb93726f4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9
6b1758b335d61636a67c89f79815fcb6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.8
da426b014fdc202790ae5e8730a81fef	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	1.0
5c642c9189b99ecfb98cae94eb82e64e	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter	1.0
01905d3097b8842c7e642821f6277435	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.6
3d505e8dc3d9250e8243fbaf9d17f50f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Cronobacter; s__Cronobacter sakazakii	0.6
185f3f41e125d5ab4248b91e825444be	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	0.8
9132071c6a76ae971f847adc316f0af8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.8
ae40ef2417cc8203992bf2d35d5f0c61	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7777777777777778
b27049b35bbb279f683ee183ad0e3243	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	1.0
fe1668344aef740be400b5335dc7d7df	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8
9590bc1ba5dc519af96df054d8117444	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.8
ec4747dc4959f1a9fdd8ff8b6aa8d4c2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9
d9edad644e8a2d6f4ae49eabf7338d3b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.6
41bff55ad14e9c21ebaffa842cf54240	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	1.0
a80bf7b1576855543aaeed1c9d8be02d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.6
9b9568f1a9abe8041705b379aa78e6ee	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
06c7a40b261a87f5728cbe7aceadb67d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.8
38a3b69bfadc902a8debe7d4b8a5be84	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.8
ea8afbd709d2c562e2fd37995bcc4dea	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.9
4eaf71a348f586811bc52d4bba9a2bab	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia	0.9
7f7ad2aa1b8e47800d098beabb1ab112	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9
e7ea232b580d98cec995b65157361431	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
d1648e094837c0602fbf0a9c08d9c263	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.7
31e24fc9d4e3c8dc51279ceb897f3cef	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	1.0
8d59ed132fe0cbb1617257c3d66e3a77	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
e26a7e7cd121ac63b7e4b988b77656be	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia	0.6
bfa34beed32ba71739902beda134f453	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelatoclostridium	0.6
aa5c737bcd7ea8835894fc0c30b8f5b7	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
f38cb9cc0982d76f14a7ac20a85588bf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Hungateiclostridiaceae; g__Ruminiclostridium	0.6
53725a713292ed50885510af46e141da	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	1.0
7d45b0c35e0ed1c3689f13594899203b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.8
42335451002e743fd705a300b373fb75	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.7
ce0ee154964bd0183503a54f8bcd6e14	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.9
c1e6fb364922234373600c8a694e4c10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
72739b885810bf7b06929590c4f9b218	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter baumannii	0.6
f64933c998313b78c2179f488bfb0953	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	1.0
22821e0d2be74a0f2ac66dcdf4dc9147	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister	0.8
feb2e37114daa6d2f4387811e83850ba	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9
db7d9a1edc4d0d66a0f7b851711f5436	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	1.0
fff70952d90dd22f531080f6959328c1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.7
6a0e38deffff44d43ee2bf5a0145baeb	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus	1.0
c09a5f36d48f4fb6df4bea26eb9b99be	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	1.0
ac8abf51275747748fb5a6b54c39e31f	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Desulfuromonadaceae	0.6
dfac87ec2d40ab384e8ad09a3879a400	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus	0.6
b8013cd6f268a2dba8f7ac869b9e8d7d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	1.0
900bca7fdfd6334ecb71c7d66951a14f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Hungateiclostridiaceae	0.6
f7e18e3a0812a748a2a9a539813b7c55	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	1.0
1de8004c0f5477800f851654c36fc2b4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
30c4e6e8ec391ad07eb6a1165cf46311	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	1.0
b3879d9217bbd709b5f87450728b376c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	1.0
09046482660671dd05e1a0bd8ad139df	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
d5af38dcda023448a7425bec278daf75	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	1.0
